Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# unaligned contigs	Unaligned length	# N's per 100 kbp	QuastReferenceSequence	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	ToolName	QuastType	SRAssemblerUsed
KP_NORM_BLD_112911.plasmid	16	16	11	8	2	1	219785	219785	210580	183400	84780	53648	16	53648	219785	5542550	52.11	57.45	19237	-	9248	-	26317.7	1043.6	4	-	10	-	16 + 0 part	219785	0.0	KP_NORM_BLD_112911__chr																								Platon	Chromosome	spades
2018-01-2485.plasmid	11	11	7	4	1	1	145204	145204	135814	115045	61091	61091	11	61091	145204	5314429	49.62	57.33	22738	-	5590	-	34079.9	931.2	2	-	7	-	7 + 4 part	144366	0.0	2018-01-2485__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	1.132	1909.31	0.0	474.0	838.0	-	-	-	-	1.9	0.1	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_112908.plasmid	5	5	3	2	2	2	136210	136210	131490	125496	125496	125496	5	72613	136210	5331064	51.3	57.33	72613	-	52883	-	59588.6	1522.5	1	-	2	-	3 + 1 part	132876	0.0	KP_NORM_BLD_112908__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.997	1559.69	29.99	2013.0	3334.0	-	-	-	-	42.6	1.1	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_112904.plasmid	26	26	14	9	3	1	280461	280461	240624	203934	119201	66293	26	66293	280461	5289121	51.73	57.45	23862	-	4711	-	26907.8	1426.8	4	-	17	-	8 + 15 part	268163	0.0	KP_NORM_BLD_112904__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	1.009	154.5	16.26	5751.0	12298.0	-	-	-	-	141.8	7.5	-	-	-	-	Platon	Chromosome	spades
KGMAR-2020-440.plasmid	4	4	3	2	2	1	127851	127851	124297	118945	118945	72442	4	72442	127851	5293138	52.48	57.49	72442	-	46503	-	58283.8	1407.8	1	-	2	-	1 + 2 part	124043	0.0	KGMAR-2020-440__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	1.071	0.0	0.0	3554.0	3808.0	-	-	-	-	99.0	2.4	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_112916.plasmid	12	12	4	3	2	1	144021	144021	123462	114058	94200	57238	12	57238	144021	5308023	51.74	57.44	36962	-	2748	-	35996.5	976.7	2	-	6	-	9 + 3 part	143635	0.0	KP_NORM_BLD_112916__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.473	259.07	0.0	135.0	386.0	-	-	-	-	0.3	0.0	-	-	-	-	Platon	Chromosome	spades
2018-01-4639.plasmid	43	43	25	14	5	3	563701	563701	514618	426471	295811	209524	43	90701	563701	5207981	48.57	57.56	41843	-	6649	-	39166.6	4239.3	5	-	24	-	38 + 4 part	561140	0.0	2018-01-4639__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	1.051	273.33	0.0	1983.0	2561.0	-	-	-	-	7.1	0.8	-	-	-	-	Platon	Chromosome	spades
KGVET-2020-01-1661.plasmid	20	20	7	5	3	2	267749	267749	228901	214683	174323	128122	20	75618	267749	5387724	51.96	57.27	46201	-	4674	-	43626.6	2168.1	3	-	10	-	12 + 8 part	265509	0.0	KGVET-2020-01-1661__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.042	1.0	2098.21	44.64	857.0	2240.0	-	-	-	-	3.8	0.2	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_112925.plasmid	5	5	2	2	2	1	127201	127201	119156	119156	119156	71461	5	71461	127201	5296984	49.59	57.46	71461	-	47695	-	58245.5	1398.7	1	-	2	-	1 + 3 part	124841	0.0	KP_NORM_BLD_112925__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	1.057	0.0	0.0	1979.0	2360.0	-	-	-	-	31.2	0.7	-	-	-	-	Platon	Chromosome	spades
KGMAR-2019-1497.plasmid	17	17	5	4	2	2	269466	269466	243980	237640	208752	208752	17	110635	269466	5270579	52.01	57.49	98117	-	6340	-	83145.9	4251.0	2	-	5	-	10 + 7 part	268211	0.0	KGMAR-2019-1497__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.02	1.201	318.73	0.0	288.0	1255.0	-	-	-	-	0.8	0.0	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1380.plasmid	3	3	3	3	3	1	138826	138826	138826	138826	138826	59343	3	59343	138826	5694896	53.73	57.26	46686	-	32797	-	48815.2	1190.0	2	-	3	-	1 + 2 part	138571	0.0	KGVETS-2019-01-1380__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	1.0	0.0	0.0	128.0	255.0	-	-	-	-	0.2	0.0	-	-	-	-	Platon	Chromosome	spades
2018-01-2730.plasmid	13	13	11	7	3	2	303854	303854	296393	270622	213606	186406	13	109585	303854	5239870	50.66	57.56	76821	-	7475	-	64758.6	3755.3	2	-	8	-	12 + 1 part	303561	0.0	2018-01-2730__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	1.0	3412.97	0.0	293.0	293.0	-	-	-	-	0.3	0.0	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_113321.plasmid	15	15	9	5	0	0	119181	119181	110644	84555	0	0	15	24098	119181	5246005	49.99	57.41	15394	-	5275	-	14495.8	329.3	3	-	9	-	1 + 10 part	99854	0.0	KP_NORM_BLD_113321__chr	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.344	1.072	336.32	10.35	11217.0	19327.0	-	-	-	-	1121.6	25.5	-	-	-	-	Platon	Chromosome	spades
KGMAR-2016-563.plasmid	13	13	8	5	0	0	101161	101161	85827	64365	0	0	13	14638	101161	5319059	51.6	57.43	11152	-	3948	-	10369.5	197.2	4	-	10	-	7 + 6 part	100123	0.0	KGMAR-2016-563__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	1.001	1252.41	96.34	402.0	1038.0	-	-	-	-	2.4	0.0	-	-	-	-	Platon	Chromosome	spades
KGMAR-2020-428.plasmid	25	25	16	10	2	1	332030	332030	311774	260616	134065	103710	25	103710	332030	5180779	50.65	57.54	20348	-	9502	-	43199.2	2768.6	4	-	14	-	8 + 14 part	320084	0.0	KGMAR-2020-428__chr	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.217	1.061	945.92	25.11	3180.0	11946.0	-	-	-	-	53.6	3.4	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1759.plasmid	3	3	3	2	2	2	156021	156021	156021	146600	146600	146600	3	84826	156021	5228346	50.3	57.36	84826	-	61774	-	71145.8	2123.1	1	-	2	-	3 + 0 part	156021	0.0	KGVETS-2019-01-1759__chr																								Platon	Chromosome	spades
KP_NORM_BLD_114309.plasmid	1	1	1	1	1	1	88435	88435	88435	88435	88435	88435	1	88435	88435	5499779	52.8	57.44	88435	-	88435	-	88435.0	1422.0	1	-	1	-	1 + 0 part	88435	0.0	KP_NORM_BLD_114309__chr																								Platon	Chromosome	spades
KP_NORM_BLD_113768.plasmid	24	24	13	8	5	3	403292	403292	369246	336348	292923	215910	24	108325	403292	5631658	51.51	57.39	51720	-	5889	-	53836.8	3855.3	3	-	12	-	14 + 9 part	400597	0.0	KP_NORM_BLD_113768__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	1.048	148.42	0.0	1336.0	2695.0	-	-	-	-	5.0	0.4	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-376.plasmid	8	8	5	4	2	0	121136	121136	114595	106137	68444	0	8	42805	121136	5348407	49.73	57.38	25639	-	8458	-	27130.5	614.5	2	-	5	-	8 + 0 part	121136	0.0	KGVETS-2019-01-376__chr																								Platon	Chromosome	spades
KGVETS-2019-01-4380.plasmid	8	8	5	2	2	1	135603	135603	126991	103459	103459	58965	8	58965	135603	5311047	51.05	57.52	44494	-	6518	-	41816.2	1067.7	2	-	5	-	7 + 1 part	135451	0.0	KGVETS-2019-01-4380__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.0	2631.58	0.0	152.0	152.0	-	-	-	-	0.2	0.0	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-4407.plasmid	19	19	12	10	3	0	260754	260754	237144	218724	115136	0	19	44494	260754	5261907	50.32	57.39	22513	-	8886	-	25173.8	1247.5	4	-	12	-	19 + 0 part	260754	0.0	KGVETS-2019-01-4407__chr																								Platon	Chromosome	spades
KP_NORM_BLD_113888.plasmid	9	9	5	3	1	1	163141	163141	152463	139876	111179	111179	9	111179	163141	5393244	50.43	57.38	111179	-	6293	-	79030.0	2390.6	1	-	5	-	5 + 4 part	162633	0.0	KP_NORM_BLD_113888__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	1.333	0.0	0.0	127.0	508.0	-	-	-	-	0.4	0.0	-	-	-	-	Platon	Chromosome	spades
KGVET-2020-04-18146.plasmid	22	22	11	6	2	1	436628	436628	407925	374708	319588	292399	22	292399	436628	5241320	51.06	57.53	292399	-	6015	-	199976.0	16659.0	1	-	9	-	14 + 8 part	435439	0.0	KGVET-2020-04-18146__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	1.12	925.15	0.0	300.0	1189.0	-	-	-	-	0.5	0.0	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-4637.plasmid	4	4	3	3	2	2	137035	137035	134300	134300	124096	124096	4	65132	137035	5353997	51.13	57.45	58964	-	58964	-	57142.6	1462.6	2	-	2	-	4 + 0 part	137035	0.0	KGVETS-2019-01-4637__chr																								Platon	Chromosome	spades
KP_NORM_BLD_114603.plasmid	6	6	5	4	4	1	172232	172232	171176	165142	165142	66473	6	66473	172232	5073267	49.56	57.74	35800	-	30566	-	44797.6	1520.8	2	-	4	-	0 + 5 part	170541	0.0	KP_NORM_BLD_114603__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	1.289	0.0	0.0	1056.0	1691.0	-	-	-	-	6.9	0.2	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_1032.plasmid	18	18	8	5	4	2	277920	277920	251008	232391	212795	130856	18	67467	277920	5470676	51.8	57.26	47821	-	5378	-	45354.3	2304.1	3	-	8	-	6 + 3 part	190703	0.0	KP_NORM_BLD_1032__chr	1.0	1.0	2728.0	0.0	0.0	0.0	0.0	1.578	1.007	16.11	1.15	63389.0	86918.0	-	-	-	-	14748.1	749.2	-	-	-	-	Platon	Chromosome	spades
2018-01-1001.plasmid	8	8	6	4	4	1	237452	237452	229862	218514	218514	108696	8	108696	237452	5310593	48.77	57.33	43741	-	28959	-	67542.2	3020.0	2	-	4	-	5 + 3 part	237071	0.0	2018-01-1001__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.5	0.0	0.0	127.0	381.0	-	-	-	-	0.2	0.0	-	-	-	-	Platon	Chromosome	spades
2018-01-707.plasmid	10	10	7	4	1	0	130064	130064	123629	102860	48909	0	10	48909	130064	5315792	49.67	57.32	22738	-	5758	-	27675.2	677.1	2	-	6	-	6 + 4 part	129544	0.0	2018-01-707__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	1.313	1346.15	0.0	168.0	520.0	-	-	-	-	0.5	0.0	-	-	-	-	Platon	Chromosome	spades
KGVET-2020-01-3515.plasmid	11	11	8	5	2	1	209023	209023	202110	177383	121925	80153	11	80153	209023	5283334	44.73	57.47	41772	-	9293	-	45423.1	1797.1	2	-	7	-	8 + 3 part	208642	0.0	KGVET-2020-01-3515__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.482	0.0	0.0	127.0	381.0	-	-	-	-	0.2	0.0	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_114458.plasmid	24	24	9	6	2	1	207390	207390	164003	144297	84149	51887	24	51887	207390	5330791	52.34	57.36	24205	-	4335	-	24289.0	944.9	3	-	14	-	16 + 7 part	201901	0.0	KP_NORM_BLD_114458__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.103	1.0	145.75	0.0	4335.0	5489.0	-	-	-	-	91.5	3.6	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_115369.plasmid	9	9	6	5	4	2	238162	238162	227839	221243	198096	125621	9	72442	238162	5257765	51.59	57.55	53179	-	23147	-	47536.4	2153.3	2	-	5	-	8 + 0 part	184983	0.0	KP_NORM_BLD_115369__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.011	1.0	1.88	0.0	53177.0	53177.0	-	-	-	-	11873.4	537.8	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-901.plasmid	4	4	4	3	2	2	136869	136869	136869	131219	115601	115601	4	63938	136869	5190271	49.33	57.63	51663	-	15618	-	51384.7	1355.0	2	-	3	-	4 + 0 part	136869	0.0	KGVETS-2019-01-901__chr																								Platon	Chromosome	spades
KP_NORM_BLD_115706.plasmid	11	11	6	3	3	1	190406	190406	177619	156318	156318	66183	11	66183	190406	5523301	53.26	57.48	48697	-	6020	-	45518.3	1569.2	2	-	5	-	8 + 3 part	188118	0.0	KP_NORM_BLD_115706__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.039	1.052	2491.26	87.41	1074.0	2288.0	-	-	-	-	9.8	0.3	-	-	-	-	Platon	Chromosome	spades
KGMAR-2019-400-2.plasmid	17	17	7	6	1	1	172257	172257	139952	130692	51453	51453	17	51453	172257	5306170	50.34	57.42	19535	-	3955	-	24177.3	784.9	3	-	11	-	11 + 5 part	169871	0.0	KGMAR-2019-400-2__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	1.04	0.0	0.0	1761.0	2386.0	-	-	-	-	18.5	0.6	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_115796.plasmid	7	7	3	3	2	2	206130	206130	194556	194556	170229	170229	7	86633	206130	5219081	51.49	57.52	83596	-	24327	-	73379.5	2898.2	2	-	3	-	6 + 0 part	201702	0.0	KP_NORM_BLD_115796__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	1.0	112.92	0.0	4428.0	4428.0	-	-	-	-	95.1	3.8	-	-	-	-	Platon	Chromosome	spades
KGMAR-2016-1178.plasmid	21	21	11	7	1	0	186371	186371	157727	130967	46362	0	21	46362	186371	5235913	51.34	57.59	12908	-	3378	-	19885.4	707.8	4	-	14	-	7 + 11 part	175878	0.0	KGMAR-2016-1178__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.196	1.025	523.66	0.0	2493.0	10503.0	-	-	-	-	94.9	3.4	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_114473.plasmid	32	32	14	8	4	0	301128	301128	252965	208883	142312	0	32	47995	301128	5187487	50.57	58.2	22950	-	3967	-	23117.2	1341.9	5	-	19	-	14 + 17 part	297408	0.0	KP_NORM_BLD_114473__chr	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.055	1.293	510.75	0.0	1124.0	3720.0	-	-	-	-	5.4	0.3	-	-	-	-	Platon	Chromosome	spades
2018-01-1024.plasmid	13	13	8	4	4	1	193180	193180	179618	155348	155348	56695	13	56695	193180	5123193	49.09	57.65	31371	-	5758	-	34615.0	1305.2	3	-	7	-	9 + 4 part	192611	0.0	2018-01-1024__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	1.287	175.75	0.0	188.0	569.0	-	-	-	-	0.4	0.0	-	-	-	-	Platon	Chromosome	spades
KGVET-2020-01-468-1.plasmid	11	11	8	5	4	1	210728	210728	206319	185674	172465	84271	11	84271	210728	5301068	50.07	57.37	33338	-	9255	-	47695.0	1896.0	2	-	6	-	5 + 5 part	207918	0.0	KGVET-2020-01-468-1__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.039	1.343	1459.07	106.76	1056.0	2810.0	-	-	-	-	10.9	0.4	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1378.plasmid	11	11	7	5	3	3	269220	269220	255139	242988	207453	207453	11	104044	269220	5358389	49.71	57.24	52660	-	17124	-	62900.5	3160.3	2	-	5	-	4 + 4 part	207295	0.0	KGVETS-2019-01-1378__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.151	1.004	1.61	0.0	52660.0	61925.0	-	-	-	-	10443.2	524.7	-	-	-	-	Platon	Chromosome	spades
KGVET-2020-01-2661.plasmid	8	8	6	5	0	0	83978	83978	79568	71839	0	0	8	22017	83978	5354829	51.47	57.37	13687	-	7729	-	14106.5	221.2	3	-	6	-	1 + 7 part	82704	0.0	KGVET-2020-01-2661__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	1.11	1805.34	0.0	426.0	1274.0	-	-	-	-	3.7	0.1	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_116566.plasmid	7	7	4	3	2	2	198516	198516	193711	185781	168070	168070	7	103706	198516	5344919	52.85	57.5	103706	-	17711	-	76985.5	2859.3	1	-	3	-	2 + 4 part	196321	0.0	KP_NORM_BLD_116566__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	1.0	318.91	0.0	1336.0	2195.0	-	-	-	-	10.2	0.4	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_116392.plasmid	3	3	1	1	1	0	53315	53315	45650	45650	45650	0	3	45650	53315	5206636	51.5	57.59	45650	-	4294	-	39646.0	406.0	1	-	2	-	2 + 0 part	49944	0.0	KP_NORM_BLD_116392__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	1.0	0.0	0.0	3371.0	3371.0	-	-	-	-	213.1	2.2	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1336.plasmid	7	7	3	2	2	2	279935	279935	270556	265127	265127	265127	7	154278	279935	5222809	50.04	57.57	154278	-	110849	-	129108.2	6920.0	1	-	2	-	4 + 3 part	278382	0.0	KGVETS-2019-01-1336__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.002	3348.36	128.78	1299.0	1553.0	-	-	-	-	6.1	0.3	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1760.plasmid	5	5	5	4	3	3	210024	210024	210024	200603	190128	190128	5	72026	210024	5257891	50.91	57.38	63789	-	54313	-	59065.5	2359.3	2	-	3	-	5 + 0 part	210024	0.0	KGVETS-2019-01-1760__chr																								Platon	Chromosome	spades
KP_NORM_BLD_117477.plasmid	3	3	3	3	1	1	122799	122799	122799	122799	96010	96010	3	96010	122799	5219512	51.44	57.6	96010	-	16718	-	78167.1	1839.0	1	-	2	-	1 + 2 part	122545	0.0	KP_NORM_BLD_117477__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	127.0	254.0	-	-	-	-	0.3	0.0	-	-	-	-	Platon	Chromosome	spades
KGMAR-2019-1434.plasmid	23	23	9	3	2	0	160526	160526	126217	82779	62813	0	23	37348	160526	5603882	50.6	56.87	19966	-	2754	-	17861.3	511.6	3	-	15	-	8 + 11 part	143307	0.0	KGMAR-2019-1434__chr	1.0	1.0	1240.0	2.0	0.0	0.0	3.0	0.222	1.371	920.55	99.68	7164.0	17055.0	-	-	-	-	383.7	11.0	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13123.plasmid	2	2	1	0	0	0	8485	8485	7427	0	0	0	2	7427	8485	5302499	47.19	57.5	7427	-	1058	-	6632.8	10.6	1	-	2	-	1 + 0 part	7427	0.0	KP_NORM_BLD_13123__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	1.0	0.0	0.0	1058.0	1058.0	-	-	-	-	131.9	0.2	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13377.plasmid	3	3	0	0	0	0	5896	5896	0	0	0	0	3	3333	5896	5085062	49.92	58.12	3333	-	1042	-	2460.7	2.9	1	-	3	-	3 + 0 part	5896	0.0	KP_NORM_BLD_13377__chr																								Platon	Chromosome	spades
KP_NORM_BLD_13127.plasmid	12	12	5	2	1	1	138786	138786	116000	94527	75675	75675	12	75675	138786	5567709	50.61	57.43	75675	-	3428	-	45564.6	1135.8	1	-	8	-	2 + 10 part	136993	0.0	KP_NORM_BLD_13127__chr	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.028	1.163	501.95	0.0	340.0	1793.0	-	-	-	-	2.2	0.1	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_1347.plasmid	2	2	1	1	1	1	107995	107995	103691	103691	103691	103691	2	103691	107995	5304565	54.06	57.51	103691	-	103691	-	99730.1	2030.4	1	-	1	-	1 + 0 part	103691	0.0	KP_NORM_BLD_1347__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	1.0	766.73	23.23	4304.0	4304.0	-	-	-	-	171.5	3.5	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13129.plasmid	16	16	10	8	4	1	275102	275102	257507	244243	177969	55188	16	55188	275102	5210170	51.9	57.51	45445	-	7326	-	34864.6	1840.9	3	-	9	-	5 + 8 part	265852	0.0	KP_NORM_BLD_13129__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	1.043	64.86	0.0	4495.0	9250.0	-	-	-	-	90.3	4.8	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13379.plasmid	19	19	12	7	3	2	342763	342763	324035	285088	216334	185785	19	108294	342763	5373551	51.89	57.55	77491	-	7930	-	59242.5	3778.9	2	-	10	-	3 + 14 part	337198	0.0	KP_NORM_BLD_13379__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.085	1.213	467.21	17.97	1336.0	5565.0	-	-	-	-	12.4	0.8	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13375.plasmid	9	9	7	3	3	3	275699	275699	271138	239109	239109	239109	9	110065	275699	5260848	50.04	57.48	66537	-	9565	-	75178.2	3939.8	2	-	4	-	5 + 4 part	273218	0.0	KP_NORM_BLD_13375__chr	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.035	1.339	1813.78	0.0	768.0	2481.0	-	-	-	-	5.3	0.3	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_2008_54824.plasmid	6	6	5	5	2	1	194436	194436	190602	190602	147729	108883	6	108883	194436	5304252	52.22	57.52	108883	-	12162	-	72109.8	2643.3	1	-	4	-	5 + 1 part	193756	0.0	KP_NORM_BLD_2008_54824__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	1.0	4411.76	294.12	680.0	680.0	-	-	-	-	2.4	0.1	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13380.plasmid	22	22	12	7	4	3	387804	387804	351352	317836	265396	231582	22	128181	387804	5290279	51.95	57.55	50036	-	5134	-	62684.2	4595.1	3	-	12	-	8 + 14 part	383634	0.0	KP_NORM_BLD_13380__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.063	1.249	719.42	23.98	1060.0	4170.0	-	-	-	-	6.0	0.4	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13534.plasmid	13	13	8	5	3	2	217049	217049	204248	186604	151493	105707	13	53156	217049	5308841	49.75	57.53	45786	-	5435	-	38903.1	1590.5	3	-	7	-	11 + 2 part	216783	0.0	KP_NORM_BLD_13534__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	375.94	0.0	139.0	266.0	-	-	-	-	0.2	0.0	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13382.plasmid	25	25	14	5	0	0	184904	184904	147585	78835	0	0	25	19183	184904	5207570	51.14	57.61	8819	-	3383	-	10650.2	378.2	7	-	19	-	7 + 18 part	183044	0.0	KP_NORM_BLD_13382__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	1.089	1451.61	0.0	460.0	1860.0	-	-	-	-	1.8	0.1	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-476.plasmid	3	3	2	1	1	0	43660	43660	40645	31224	31224	0	3	31224	43660	5377605	49.89	57.5	31224	-	9421	-	24571.3	199.5	1	-	2	-	3 + 0 part	43660	0.0	KGVETS-2019-01-476__chr																								Platon	Chromosome	spades
KP_NORM_BLD_1348.plasmid	2	2	1	1	1	1	114404	114404	109447	109447	109447	109447	2	109447	114404	5395428	49.56	57.58	109447	-	109447	-	104919.6	2224.7	1	-	1	-	1 + 1 part	114277	0.0	KP_NORM_BLD_1348__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	1.0	0.0	0.0	127.0	127.0	-	-	-	-	0.1	0.0	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13748.plasmid	43	43	14	5	1	0	237365	237365	156231	90383	38322	0	43	38322	237365	5284064	51.15	57.46	8195	-	2467	-	12593.7	565.7	9	-	29	-	38 + 3 part	226107	0.0	KP_NORM_BLD_13748__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	1.096	204.27	9.29	8195.0	10770.0	-	-	-	-	296.3	13.3	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13738.plasmid	16	16	8	5	2	1	194863	194863	170209	148956	105669	65889	16	65889	194863	5320172	50.93	57.4	39780	-	4404	-	35035.1	1283.2	2	-	10	-	9 + 6 part	188369	0.0	KP_NORM_BLD_13738__chr	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.12	1.02	1385.89	0.0	2374.0	6494.0	-	-	-	-	44.6	1.6	-	-	-	-	Platon	Chromosome	spades
KGVETS-2019-01-1961.plasmid	11	11	7	5	5	2	283964	283964	275751	264092	264092	163237	11	109987	283964	5247455	50.32	57.64	53250	-	29487	-	65059.0	3520.6	2	-	5	-	10 + 0 part	281932	0.0	KGVETS-2019-01-1961__chr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	1.0	246.06	49.21	2032.0	2032.0	-	-	-	-	14.5	0.8	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_14177.plasmid	4	4	2	2	1	0	50453	50453	44176	44176	28115	0	4	28115	50453	5346999	50.62	57.42	28115	-	4936	-	21298.5	201.0	1	-	3	-	0 + 3 part	48204	0.0	KP_NORM_BLD_14177__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.042	1.0	666.96	0.0	1341.0	2249.0	-	-	-	-	40.0	0.4	-	-	-	-	Platon	Chromosome	spades
KP_NORM_BLD_13372.plasmid	13	13	6	5	5	4	400649	400649	386464	379639	379639	353384	13	114804	400649	5192692	51.66	57.62	107940	-	26255	-	85213.8	6574.8	2	-	5	-	11 + 2 part	398865	0.0	KP_NORM_BLD_13372__chr	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.031	1.097	1177.13	0.0	625.0	1784.0	-	-	-	-	2.3	0.2	-	-	-	-	Platon	Chromosome	spades
