#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	SampleID
KP_NORM_BLD_2009_61298__chr	1	5221833	1459656	5221742	99.9983	64.2999	33.3	57.4	KP_NORM_BLD_2009_61298
KP_NORM_BLD_2009_61298__pl_1	1	159298	66672	159298	100	96.168	33.8	55	KP_NORM_BLD_2009_61298
KP_NORM_BLD_2009_61895__chr	1	5325221	2340218	5325128	99.9983	103.084	33.8	57.8	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_1	1	117095	9918	116778	99.7293	19.6801	34.5	51.6	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_2	1	114782	14454	114782	100	29.5743	35	56.2	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_3	1	84099	18459	84099	100	51.1493	34.5	39.2	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_4	1	4863	38123	4863	100	1753.85	35.5	56.4	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_5	1	4163	58174	4163	100	3078.78	35.4	56.6	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2009_61895__pl_6	1	3082	47404	3082	100	3328.64	35.9	57.1	KP_NORM_BLD_2009_61895
KP_NORM_BLD_2008_55153__chr	1	5195711	1414968	5195379	99.9936	62.4537	34.3	55.3	KP_NORM_BLD_2008_55153
KP_NORM_BLD_2008_55153__pl_1	1	322368	64889	322294	99.977	44.4218	35	41.4	KP_NORM_BLD_2008_55153
KP_NORM_BLD_2008_55153__pl_2	1	71365	20510	68461	95.9308	64.8113	34.7	56.2	KP_NORM_BLD_2008_55153
KP_NORM_BLD_2008_55153__pl_3	1	54734	328749	54734	100	1375.4	34.9	51.6	KP_NORM_BLD_2008_55153
KP_NORM_BLD_2009_62777__chr	1	5221832	2129444	5221784	99.9991	81.8247	34.3	56	KP_NORM_BLD_2009_62777
KP_NORM_BLD_2009_62777__pl_1	1	160118	24012	160118	100	29.7169	34.8	52.5	KP_NORM_BLD_2009_62777
KP_NORM_BLD_2013_91198__chr	1	5310972	772779	5310715	99.9952	38.9905	31.9	57.9	KP_NORM_BLD_2013_91198
KP_NORM_BLD_2013_91198__pl_1	1	220888	54228	220883	99.9977	64.1995	32.3	53.4	KP_NORM_BLD_2013_91198
KP_NORM_BLD_2013_91198__pl_2	1	4991	7197	4991	100	363.914	33.2	57.6	KP_NORM_BLD_2013_91198
KP_NORM_BLD_2010_70236__chr	1	5315892	1606642	5315854	99.9993	69.5979	34.6	57.7	KP_NORM_BLD_2010_70236
KP_NORM_BLD_2010_70236__pl_1	1	195784	78560	195784	100	92.5178	35.3	55	KP_NORM_BLD_2010_70236
KP_NORM_BLD_2010_70236__pl_2	1	4773	16740	4773	100	746.199	36.1	56.7	KP_NORM_BLD_2010_70236
NK_H14_063__chr	1	5283674	2073424	5279632	99.9235	63.6554	35.1	51.7	NK_H14_063
NK_H14_063__pl_1	1	175236	44573	175194	99.976	38.5743	35.6	49.2	NK_H14_063
NK_H14_063__pl_2	1	112144	13449	111852	99.7396	18.6355	35.6	52	NK_H14_063
NK_H14_063__pl_3	1	10687	65022	10687	100	795.146	36	49	NK_H14_063
KP_NORM_BLD_2009_63475__chr	1	5286108	1209462	5285871	99.9955	52.694	33.3	57.4	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_63475__pl_1	1	327108	83265	327099	99.9972	58.5039	33.9	1.82	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_63475__pl_2	1	209101	36044	209101	100	39.6888	33.9	2.87	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_63475__pl_3	1	118006	47827	118006	100	92.9771	33.9	0.553	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_63475__pl_4	1	4336	35546	4336	100	1828.89	34.5	57.6	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_63475__pl_5	1	2667	35122	2667	100	2828.78	34.5	57	KP_NORM_BLD_2009_63475
KP_NORM_BLD_2009_62172__chr	1	5309067	2184272	5308780	99.9946	94.919	33.6	57.5	KP_NORM_BLD_2009_62172
KP_NORM_BLD_2009_62172__pl_1	1	218732	27854	218732	100	29.1859	34.2	52.6	KP_NORM_BLD_2009_62172
KP_NORM_BLD_2009_62172__pl_2	1	149375	33645	149355	99.9866	51.6817	34.3	52.7	KP_NORM_BLD_2009_62172
KP_NORM_BLD_2009_62172__pl_3	1	65947	19541	65947	100	68.1463	34.2	52.1	KP_NORM_BLD_2009_62172
KP_NORM_BLD_2012_85408__chr	1	5216010	3809702	5216009	100	130.342	34.1	54.3	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2012_85408__pl_1	1	167682	182062	167682	100	191.646	34.5	50.9	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2012_85408__pl_2	1	114752	221524	114736	99.9861	340.399	34.6	51.4	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2012_85408__pl_3	1	10974	80928	10973	99.9909	1295.95	34.1	53.8	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2012_85408__pl_4	1	5655	44028	5655	100	1261.53	35	54	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2012_85408__pl_5	1	2989	19265	2989	100	1021.71	34.9	53.5	KP_NORM_BLD_2012_85408
KP_NORM_BLD_2013_88977__chr	1	5425881	1098999	5425382	99.9908	53.6323	31.9	57.1	KP_NORM_BLD_2013_88977
KP_NORM_BLD_2013_88977__pl_1	1	97760	33365	97760	100	89.8633	32.4	56.2	KP_NORM_BLD_2013_88977
KP_NORM_BLD_2013_88977__pl_2	1	53292	19857	53292	100	98.4569	32.4	55.7	KP_NORM_BLD_2013_88977
KP_NORM_BLD_2013_88977__pl_3	1	13096	11898	13096	100	234.044	32.2	56.6	KP_NORM_BLD_2013_88977
KP_NORM_BLD_2010_71621__chr	1	5316617	1234960	5316616	100	54.1049	33.2	57.5	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2010_71621__pl_1	1	155175	67916	155173	99.9987	101.663	34	57.7	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2010_71621__pl_2	1	82998	69987	82998	100	196.029	33.8	51.5	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2010_71621__pl_3	1	8801	11272	8801	100	291.392	33.4	58	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2010_71621__pl_4	1	5463	3361	5463	100	138.929	34	57.5	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2010_71621__pl_5	1	4947	22930	4947	100	1038.35	33.8	57.8	KP_NORM_BLD_2010_71621
KP_NORM_BLD_2012_86925__chr	1	5183370	1950589	5183356	99.9997	87.5991	33.3	57.6	KP_NORM_BLD_2012_86925
KP_NORM_BLD_2012_86925__pl_1	1	184454	96349	184454	100	121.431	33.9	56.6	KP_NORM_BLD_2012_86925
KP_NORM_BLD_2009_63807__chr	1	5192135	1251302	5189857	99.9561	48.8846	34.1	56.1	KP_NORM_BLD_2009_63807
KP_NORM_BLD_2009_63807__pl_1	1	216460	10782	213728	98.7379	9.89634	34.7	53.1	KP_NORM_BLD_2009_63807
KP_NORM_BLD_2009_63807__pl_2	1	35550	4759	35550	100	26.9177	34.7	51.5	KP_NORM_BLD_2009_63807
KP_NORM_BLD_2009_63807__pl_3	1	4710	6275	4710	100	248.134	35.4	55.6	KP_NORM_BLD_2009_63807
KP_NORM_BLD_2011_74838__chr	1	5233598	1381026	5233553	99.9991	68.1613	32.9	57.3	KP_NORM_BLD_2011_74838
KP_NORM_BLD_2011_74838__pl_1	1	145437	50508	145437	100	89.6657	33.3	53.7	KP_NORM_BLD_2011_74838
KP_NORM_BLD_2011_74838__pl_2	1	70946	33584	70946	100	120.982	33.7	54.3	KP_NORM_BLD_2011_74838
KP_NORM_BLD_2011_74838__pl_3	1	62059	37631	62059	100	155.225	33.3	53.3	KP_NORM_BLD_2011_74838
NK_H15_014__chr	1	5525875	1556151	5525341	99.9903	59.4465	35.4	56.5	NK_H15_014
KP_NORM_BLD_2010_70364__chr	1	5231088	1625038	5230918	99.9968	70.6938	33.3	56.1	KP_NORM_BLD_2010_70364
KP_NORM_BLD_2010_70364__pl_1	1	191062	96398	191062	100	109.794	33.9	53.2	KP_NORM_BLD_2010_70364
KP_NORM_BLD_2010_70364__pl_2	1	71828	27830	71827	99.9986	88.0466	33	0.58	KP_NORM_BLD_2010_70364
KP_NORM_BLD_2010_70364__pl_3	1	6944	14911	6944	100	475.713	34	56.4	KP_NORM_BLD_2010_70364
KP_NORM_BLD_2011_75117__chr	1	5472811	1300880	5472658	99.9972	63.8026	32.3	57.9	KP_NORM_BLD_2011_75117
KP_NORM_BLD_2011_75117__pl_1	1	216544	85222	216544	100	105.551	32.7	52.7	KP_NORM_BLD_2011_75117
KP_NORM_BLD_2011_75117__pl_2	1	203961	91814	203961	100	121.327	32.8	52.9	KP_NORM_BLD_2011_75117
KP_NORM_BLD_2011_75117__pl_3	1	4391	10057	4391	100	566.069	33.8	57.4	KP_NORM_BLD_2011_75117
KP_NORM_BLD_2008_54824__chr	1	5304252	1822758	5304198	99.999	77.6093	34.6	57.2	KP_NORM_BLD_2008_54824
KP_NORM_BLD_2008_54824__pl_1	1	203765	21100	203732	99.9838	23.209	35.2	55.6	KP_NORM_BLD_2008_54824
KP_NORM_BLD_2008_55014__chr	1	5231607	1952266	5231607	100	87.6166	34.1	58	KP_NORM_BLD_2008_55014
KP_NORM_BLD_2008_55014__pl_1	1	296678	41895	296555	99.9585	32.8029	35.5	56	KP_NORM_BLD_2008_55014
KP_NORM_BLD_2008_55014__pl_2	1	46761	14548	46761	100	71.8881	34.9	55.8	KP_NORM_BLD_2008_55014
KP_NORM_BLD_2008_55014__pl_3	1	4858	7321	4858	100	326.432	35.8	57.3	KP_NORM_BLD_2008_55014
NK_H16_005__chr	1	5206014	1492150	5206014	100	81.0888	33.5	59.3	NK_H16_005
NK_H16_005__pl_1	1	225468	60657	225468	100	75.8667	34	57.7	NK_H16_005
NK_H16_005__pl_2	1	4684	3825	4684	100	226.82	33.4	59.3	NK_H16_005
NK_H16_016__chr	1	5396720	900213	5396720	100	46.6764	33.6	58.7	NK_H16_016
NK_H16_016__pl_1	1	141763	22718	141763	100	44.883	34	57.4	NK_H16_016
NK_H16_016__pl_2	1	3479	5746	3479	100	453.416	34.2	58.8	NK_H16_016
NK_H16_012__chr	1	5208058	1585104	5208058	100	85.8199	33.8	59.2	NK_H16_012
NK_H16_012__pl_1	1	137965	31615	137965	100	64.6393	34.2	56.9	NK_H16_012
NK_H16_012__pl_2	1	110841	22629	110841	100	57.6345	34.3	59.2	NK_H16_012
NK_H15_060__chr	1	5302709	997519	5302709	100	48.5409	35	57.7	NK_H15_060
NK_H15_060__pl_1	1	4652	4608	4652	100	258.008	35.5	58.3	NK_H15_060
NK_H15_048__chr	1	5206010	1588795	5199344	99.872	61.7074	34.3	55.5	NK_H15_048
NK_H15_048__pl_1	1	226726	54997	226195	99.7658	46.4033	34.8	50.4	NK_H15_048
NK_H15_048__pl_2	1	4685	24370	4685	100	950.566	34.6	55.2	NK_H15_048
NK_H15_042__chr	1	5318047	1502096	5316657	99.9739	57.8143	34.4	55.1	NK_H15_042
NK_H15_042__pl_1	1	198393	63614	198393	100	62.9319	34.8	51.7	NK_H15_042
NK_H15_042__pl_2	1	112249	25414	112013	99.7898	44.8471	34.9	54.5	NK_H15_042
NK_H17_018__chr	1	5190210	1785949	5189679	99.9898	67.6461	34.6	55.2	NK_H17_018
NK_H17_018__pl_1	1	107183	38501	107183	100	67.6594	34.9	54.5	NK_H17_018
NK_H15_047__chr	1	5228927	1072509	5226712	99.9576	44.4126	34	56	NK_H15_047
NK_H15_047__pl_1	1	221270	37648	221270	100	35.64	34.5	55.8	NK_H15_047
NK_H15_025__chr	1	5473021	1870918	5469335	99.9327	65.2446	34.8	54.9	NK_H15_025
NK_H15_025__pl_1	1	157168	121645	157156	99.9924	141.959	35.2	53.1	NK_H15_025
NK_H15_025__pl_2	1	90042	32568	90040	99.9978	65.8183	35.2	48	NK_H15_025
NK_H15_025__pl_3	1	67518	78375	67518	100	214.416	35	55.2	NK_H15_025
NK_H15_025__pl_4	1	5840	36530	5840	100	1021.46	35.6	53.3	NK_H15_025
NK_H15_025__pl_5	1	3301	16014	3301	100	737.095	35.6	51.8	NK_H15_025
NK_H15_032__chr	1	5289382	769092	5284028	99.8988	30.4282	34.3	55.6	NK_H15_032
NK_H15_032__pl_1	1	186138	39632	186138	100	42.9295	34.7	55.6	NK_H15_032
NK_H15_032__pl_2	1	55955	14597	55955	100	53.5283	34.7	56.2	NK_H15_032
NK_H15_032__pl_3	1	9294	14875	9294	100	305.703	34.7	55.6	NK_H15_032
NK_H18_005__chr	1	5476930	2211859	5476929	100	92.4763	34.1	56.3	NK_H18_005
NK_H18_026__chr	1	5327146	703347	5326395	99.9859	29.9877	35.5	56.1	NK_H18_026
NK_H18_026__pl_1	1	219508	42411	219508	100	43.4172	35.8	55.2	NK_H18_026
NK_H18_026__pl_2	1	6915	8417	6915	100	262.542	35.7	56.5	NK_H18_026
NK_H18_026__pl_3	1	5656	7242	5656	100	258.312	36.2	55.7	NK_H18_026
NK_H18_026__pl_4	1	5627	18162	5627	100	664.98	36.1	55.2	NK_H18_026
NK_H18_026__pl_5	1	5480	7100	5480	100	268.545	36	55.2	NK_H18_026
NK_H18_026__pl_6	1	1822	10109	1822	100	1097.19	36.4	55.4	NK_H18_026
NK_H18_073__chr	1	5348414	1026026	5347846	99.9894	31.4676	34.4	52.4	NK_H18_073
NK_H18_073__pl_1	1	182100	42197	182100	100	36.568	34.6	50.7	NK_H18_073
NK_H18_073__pl_2	1	9294	9990	9294	100	160.376	34.6	51.7	NK_H18_073
NK_H17_042__chr	1	5439825	2018325	5435328	99.9173	61.952	33	52.1	NK_H17_042
NK_H17_042__pl_1	1	142442	60684	142442	100	68.7	33.4	47.9	NK_H17_042
NK_H17_042__pl_2	1	4760	15165	4760	100	473.121	33.4	52.2	NK_H17_042
NK_H17_042__pl_3	1	4495	16791	4495	100	569.234	33.5	52.7	NK_H17_042
NK_H15_021__chr	1	5388444	1618118	5388215	99.9958	63.1704	35.3	56.4	NK_H15_021
NK_H15_021__pl_1	1	211430	82895	211430	100	81.5226	35.9	55.9	NK_H15_021
NK_H18_019__chr	1	5252654	1149440	5252483	99.9967	42.7596	34.2	55.4	NK_H18_019
NK_H18_019__pl_1	1	174265	49028	174265	100	54.5755	35	52.4	NK_H18_019
NK_H18_019__pl_2	1	62938	31474	62938	100	95.8092	35.5	54.6	NK_H18_019
NK_H18_050__chr	1	5269300	887210	5258379	99.7927	38.9507	35	56.7	NK_H18_050
NK_H15_022__chr	1	5319161	1786668	5316454	99.9491	65.5763	34.7	55.1	NK_H15_022
NK_H15_022__pl_1	1	214799	67755	214799	100	59.5025	35	54.9	NK_H15_022
NK_H15_022__pl_2	1	3456	16802	3456	100	803.155	35.6	54.4	NK_H15_022
NK_H1_001__chr	1	5228768	1583935	5228651	99.9978	56.0341	34.6	55.2	NK_H1_001
NK_H1_001__pl_1	1	224336	90521	224336	100	73.7202	35.3	54.3	NK_H1_001
NK_H1_001__pl_2	1	4353	32824	4353	100	1294.58	36	53.8	NK_H1_001
NK_H15_002__chr	1	5312012	1292039	5311820	99.9964	51.3308	35.2	56.4	NK_H15_002
NK_H15_002__pl_1	1	171862	53563	171862	100	65.0444	35.7	55.6	NK_H15_002
NK_H15_002__pl_2	1	2667	12879	2667	100	921.314	36.6	55.2	NK_H15_002
NK_H1_012__chr	1	5201277	1281097	5201187	99.9983	45.4276	35.5	54.6	NK_H1_012
NK_H14_058__chr	1	5191720	1777679	5190207	99.9709	80.3319	35.5	56.7	NK_H14_058
NK_H14_058__pl_1	1	55799	5949	55799	100	24.2214	35.9	56.7	NK_H14_058
NK_H15_001__chr	1	5467149	1165886	5466943	99.9962	44.7597	35.3	56	NK_H15_001
NK_H15_001__pl_1	1	424266	144441	424266	100	70.7845	35.8	40.8	NK_H15_001
NK_H14_057__chr	1	5288424	2093119	5287346	99.9796	63.7124	35.3	51.7	NK_H14_057
NK_H14_036__chr	1	5290646	1383282	5290646	100	67.8761	34.8	57.7	NK_H14_036
NK_H14_036__pl_1	1	111112	36231	111112	100	84.5408	35	56.5	NK_H14_036
NK_H14_036__pl_2	1	9293	9745	9293	100	270.424	34.7	58	NK_H14_036
NK_H12_100__chr	1	5606187	939117	5590722	99.7241	44.4131	34.4	57.9	NK_H12_100
NK_H12_100__pl_1	1	219762	30720	217962	99.1809	36.5127	34.7	55.6	NK_H12_100
NK_H14_033__chr	1	5513146	1437348	5513146	100	53.8511	34.9	58.7	NK_H14_033
NK_H14_033__pl_1	1	178817	51912	177407	99.2115	58.6564	35.1	53.6	NK_H14_033
NK_H14_033__pl_2	1	5290	2473	5290	100	97.1951	35.3	59	NK_H14_033
NK_H14_033__pl_3	1	2809	13684	2809	100	981.896	35.7	58.4	NK_H14_033
NK_H12_068__chr	1	5451076	2568653	5451076	100	110.979	34.9	56.6	NK_H12_068
NK_H12_068__pl_1	1	32718	16756	32718	100	112.753	35.9	55.9	NK_H12_068
NK_H12_068__pl_2	1	3530	17993	3530	100	1072.42	35.8	55.6	NK_H12_068
NK_H12_068__pl_3	1	1549	35669	1549	100	4639.82	35.4	55.6	NK_H12_068
NK_H1_044__chr	1	5531653	1810943	5531653	100	65.6797	34	55.6	NK_H1_044
NK_H1_040__chr	1	5327227	2416534	5327227	100	98.3173	34.1	56.3	NK_H1_040
NK_H1_040__pl_1	1	190571	106095	190571	100	115.405	34.3	55.9	NK_H1_040
NK_H1_040__pl_2	1	110461	53574	110461	100	97.7489	34.4	56.6	NK_H1_040
NK_H14_037__chr	1	5268726	1086887	5268726	100	54.4099	34.7	57.6	NK_H14_037
NK_H14_037__pl_1	1	185596	52675	185596	100	74.95	35	57.1	NK_H14_037
NK_H14_037__pl_2	1	54307	26668	54248	99.8914	128.69	35	53.8	NK_H14_037
NK_H14_037__pl_3	1	24412	22259	24412	100	194.212	35.4	52.8	NK_H14_037
NK_H14_037__pl_4	1	5631	16444	5631	100	644.787	35.1	54.8	NK_H14_037
NK_H14_042__chr	1	5537021	2136552	5536972	99.9991	63.3362	35.1	52.3	NK_H14_042
NK_H14_042__pl_1	1	110031	35941	110031	100	50.7304	35.5	51.9	NK_H14_042
NK_H14_042__pl_2	1	7781	54396	7781	100	945.788	35.9	50.5	NK_H14_042
NK_H14_042__pl_3	1	5263	29315	5263	100	751.437	36	50.4	NK_H14_042
NK_H14_001__chr	1	5220412	760154	5220412	100	30.7709	34.9	59	NK_H14_001
NK_H14_001__pl_1	1	228943	45172	228943	100	41.5592	34.9	58.2	NK_H14_001
NK_H14_015__chr	1	5271611	1259437	5271611	100	50.2836	34.9	59.1	NK_H14_015
NK_H14_015__pl_1	1	141710	42683	141710	100	62.9975	35.2	57	NK_H14_015
NK_H14_015__pl_2	1	121064	28982	121064	100	50.0032	35.2	54.9	NK_H14_015
NK_H14_015__pl_3	1	4353	4343	4353	100	213.401	35.4	58.9	NK_H14_015
NK_H14_010__chr	1	5206093	1496811	5206093	100	60.2196	35	58.9	NK_H14_010
NK_H14_010__pl_1	1	225468	79197	225468	100	73.0496	35.4	56.1	NK_H14_010
NK_H14_010__pl_2	1	4684	6443	4684	100	285.336	34.8	58.9	NK_H14_010
NK_H12_086__chr	1	5250356	1336166	5244381	99.8862	66.808	34.2	57.7	NK_H12_086
NK_H12_086__pl_1	1	157139	44061	157071	99.9567	72.0885	34.5	52.5	NK_H12_086
NK_H12_086__pl_2	1	2665	6210	2665	100	545.305	35	56.9	NK_H12_086
NK_H12_048__chr	1	5329909	1300033	5329909	100	58.0027	35	58.3	NK_H12_048
NK_H12_048__pl_1	1	108484	18929	108484	100	41.7266	35.6	56.4	NK_H12_048
NK_H12_048__pl_2	1	3513	11062	3513	100	716.889	35.2	58.1	NK_H12_048
NK_H1_098__chr	1	5322214	2028278	5322214	100	91.0631	34.8	56.6	NK_H1_098
NK_H1_098__pl_1	1	207046	101541	207046	100	116.386	35.1	54.3	NK_H1_098
NK_H1_098__pl_2	1	5763	26301	5763	100	987.353	35.8	56.3	NK_H1_098
NK_H1_098__pl_3	1	3544	14142	3544	100	865.611	35.4	56.4	NK_H1_098
NK_H13_003__chr	1	5493366	1818616	5493244	99.9978	61.865	35.4	54.5	NK_H13_003
NK_H13_003__pl_1	1	135810	67300	135797	99.9904	90.5678	35.6	51.9	NK_H13_003
NK_H13_003__pl_2	1	120219	55313	120219	100	82.3117	35.6	50.8	NK_H13_003
NK_H13_003__pl_3	1	6919	27688	6919	100	628.957	36.1	53.5	NK_H13_003
NK_H12_053__chr	1	5350799	1049570	5350799	100	46.6678	33.9	58.1	NK_H12_053
NK_H12_053__pl_1	1	248396	39487	248396	100	37.8146	34.7	52.6	NK_H12_053
NK_H12_053__pl_2	1	13879	31713	13879	100	546.473	34.5	57.3	NK_H12_053
NK_H12_053__pl_3	1	4083	21795	4083	100	1263.59	35.6	58.8	NK_H12_053
NK_H12_053__pl_4	1	3603	12920	3433	95.2817	733.319	34.9	57.3	NK_H12_053
NK_H12_053__pl_5	1	2665	11192	2665	100	959.176	35	58	NK_H12_053
NK_H12_063__chr	1	5457198	822155	5456035	99.9787	34.8014	34.9	57.4	NK_H12_063
NK_H12_057__chr	1	5192151	1313129	5192151	100	60.1449	35.2	58.4	NK_H12_057
NK_H12_041__chr	1	5114900	1358990	5114900	100	63.3239	33.9	58.3	NK_H12_041
NK_H12_041__pl_1	1	227646	66612	227646	100	69.7369	34.3	51.2	NK_H12_041
NK_H12_041__pl_2	1	69755	18641	69755	100	63.876	34.9	57.1	NK_H12_041
NK_H12_041__pl_3	1	58471	30578	58471	100	124.49	34.5	58.9	NK_H12_041
NK_H12_041__pl_4	1	18593	10013	17854	96.0254	93.9506	32.5	0.389	NK_H12_041
NK_H12_038__chr	1	5386569	688970	5386569	100	30.5097	33.6	58.2	NK_H12_038
NK_H12_038__pl_1	1	166005	22081	166005	100	31.7537	34.3	42.4	NK_H12_038
NK_H12_038__pl_2	1	95739	16675	95739	100	41.6994	34.3	37.6	NK_H12_038
NK_H12_034__chr	1	5452205	1164340	5452205	100	31.841	36.2	58.7	NK_H12_034
NK_H12_034__pl_1	1	235771	81048	235771	100	51.2367	36.4	55.2	NK_H12_034
NK_H12_034__pl_2	1	171213	42464	171213	100	36.9149	36.4	52.9	NK_H12_034
NK_H12_034__pl_3	1	2546	18282	2546	100	1035.86	37.1	59.3	NK_H12_034
NK_H12_035__chr	1	5469470	1258214	5469470	100	34.3121	36.4	58.9	NK_H12_035
NK_H12_035__pl_1	1	230845	44348	230845	100	28.6054	36.8	57.1	NK_H12_035
NK_H12_035__pl_2	1	50973	28975	50973	100	84.8144	36.6	58.6	NK_H12_035
NK_H12_018__chr	1	5204839	1851362	5204835	99.9999	69.4222	34.8	54.7	NK_H12_018
NK_H12_018__pl_1	1	156753	74750	156753	100	89.6146	35.2	51.4	NK_H12_018
NK_H12_018__pl_2	1	4684	21930	4684	100	825.035	35	54.5	NK_H12_018
NK_H11_013__chr	1	5296505	1355526	5296505	100	65.0881	35.2	57.5	NK_H11_013
NK_H11_013__pl_1	1	175971	40138	175971	100	58.0854	35.5	56	NK_H11_013
NK_H11_006__chr	1	5327472	1117227	5327472	100	53.1536	35	57.4	NK_H11_006
NK_H11_006__pl_1	1	179981	33389	179981	100	46.747	35.4	56.5	NK_H11_006
NK_H11_006__pl_2	1	77161	31538	77161	100	104.339	35.3	56.8	NK_H11_006
NK_H12_023__chr	1	5386574	1348178	5386569	99.9999	58.8252	34.7	56.2	NK_H12_023
NK_H12_023__pl_1	1	166005	33777	166005	100	46.686	35	34	NK_H12_023
NK_H12_023__pl_2	1	95739	42443	95739	100	101.656	35	38.8	NK_H12_023
KP_NORM_URN_57042__chr	1	5368061	2296729	5368061	100	86.0143	34.4	55.7	KP_NORM_URN_57042
KP_NORM_URN_57042__pl_1	1	196315	96812	196315	100	98.9905	35	52.7	KP_NORM_URN_57042
KP_NORM_URN_57225__chr	1	5346848	2275450	5346668	99.9966	86.6107	35.8	55.2	KP_NORM_URN_57225
KP_NORM_URN_57225__pl_1	1	183111	64070	183111	100	70.6984	36	50.5	KP_NORM_URN_57225
KP_NORM_URN_57225__pl_2	1	5897	8081	5897	100	278.405	36.1	55.9	KP_NORM_URN_57225
KP_NORM_URN_57225__pl_3	1	5840	14211	5840	100	507.989	36	55.8	KP_NORM_URN_57225
KP_NORM_URN_57225__pl_4	1	4667	8079	4667	100	354.258	35.8	55.9	KP_NORM_URN_57225
KP_NORM_URN_57225__pl_5	1	2546	27628	2546	100	2202.09	36.4	55.9	KP_NORM_URN_57225
KP_NORM_URN_57695__chr	1	5256881	2113460	5256881	100	86.3116	35.8	55.9	KP_NORM_URN_57695
KP_NORM_URN_57695__pl_1	1	5251	5528	5251	100	225.601	36	56.4	KP_NORM_URN_57695
KP_NORM_URN_58012__chr	1	5498281	832500	5498281	100	33.5148	35.7	56.8	KP_NORM_URN_58012
KP_NORM_URN_58012__pl_1	1	107451	22338	107277	99.8381	45.6492	36.3	56.1	KP_NORM_URN_58012
KP_NORM_URN_58012__pl_2	1	4066	1359	4066	100	73.7959	36.5	56.9	KP_NORM_URN_58012
KP_NORM_URN_58233__chr	1	5334665	1992248	5334665	100	75.6931	34.6	55.8	KP_NORM_URN_58233
KP_NORM_URN_58233__pl_1	1	121088	38520	121088	100	64.3759	34.8	53.5	KP_NORM_URN_58233
NK_H20_007__chr	1	5221407	2108378	5221407	100	88.2126	34.6	59	NK_H20_007
NK_H20_007__pl_1	1	4353	4607	4353	100	238.205	35	59.2	NK_H20_007
KP_NORM_URN_57979__chr	1	5521747	1446877	5521747	100	56.4846	33.8	56.4	KP_NORM_URN_57979
NK_H1_109__chr	1	5217588	1961364	5216509	99.9793	69.7891	35.4	54.3	NK_H1_109
NK_H1_109__pl_1	1	138935	52072	138935	100	67.3708	35.7	51.5	NK_H1_109
NK_H1_109__pl_2	1	5905	21145	5905	100	573.592	36	53.4	NK_H1_109
NK_H1_109__pl_3	1	4069	27030	4069	100	918.261	36.4	52.2	NK_H1_109
NK_H1_109__pl_4	1	3718	21044	3718	100	858.203	36.1	53.2	NK_H1_109
NK_H1_109__pl_5	1	2106	16751	2106	100	1033.75	36.6	51.1	NK_H1_109
NK_H21_067__chr	1	5528004	1576609	5528004	100	59.9033	34.3	56	NK_H21_067
NK_H21_067__pl_1	1	184108	57322	184108	100	65.1089	34.6	53.6	NK_H21_067
NK_H21_067__pl_2	1	55491	34335	55491	100	129.659	34.5	54.9	NK_H21_067
NK_H21_037__chr	1	5261427	2154851	5259612	99.9655	81.7832	34.5	55.5	NK_H21_037
NK_H21_037__pl_1	1	241257	78595	241257	100	63.8313	34.8	51.1	NK_H21_037
KP_NORM_URN_57455__chr	1	5428796	2317003	5428796	100	83.5873	33.8	56	KP_NORM_URN_57455
NK_H21_056A__chr	1	5459286	998770	5459246	99.9993	39.2068	34.1	56.1	NK_H21_056A
NK_H21_056A__pl_1	1	200131	31889	200131	100	33.8954	34.5	54.7	NK_H21_056A
NK_H21_056A__pl_2	1	26090	3756	22887	87.7233	31.1995	34.5	51.3	NK_H21_056A
KP_NORM_URN_57447__chr	1	5601882	1819412	5601882	100	64.6608	33.8	56	KP_NORM_URN_57447
KP_NORM_URN_57447__pl_1	1	206638	77347	206638	100	74.5334	34.4	55.2	KP_NORM_URN_57447
KP_NORM_URN_57447__pl_2	1	3410	8296	3410	100	491.455	34.8	56.2	KP_NORM_URN_57447
KP_NORM_URN_58394__chr	1	5144400	1947103	5144400	100	82.5179	35.2	56.1	KP_NORM_URN_58394
