reference-ID	query-ID	distance	p-value	shared-hashes	SampleID
KGVETS-2019-01-3162__chr.fasta	KGVETS-2019-01-3162__completeAssembly.fasta	0.00124953	0	94951/100000	KGVETS-2019-01-3162
KGVETS-2019-01-3162__chr.fasta	KGVETS-2019-01-3162__pl_1.fasta	0.335049	1.66233e-162	44/100000	KGVETS-2019-01-3162
KGVETS-2019-01-3162__chr.fasta	KGVETS-2019-01-3162__pl_2.fasta	0.515228	0.00238754	1/100000	KGVETS-2019-01-3162
KGVETS-2019-01-3162__chr.fasta	KGVETS-2019-01-3162__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-3162
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__allPlasmids.fasta	0.294116	0	104/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__chr.fasta	0	0	100000/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__completeAssembly.fasta	0.00139915	0	94372/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_1.fasta	0.29366	0	105/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_2.fasta	1	1	0/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_3.fasta	1	1	0/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_4.fasta	1	1	0/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_5.fasta	1	1	0/100000	KGMAR-2019-1497
KGMAR-2019-1497__chr.fasta	KGMAR-2019-1497__pl_6.fasta	1	1	0/100000	KGMAR-2019-1497
KGVETS-2019-01-4118__chr.fasta	KGVETS-2019-01-4118__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-4118
KGVETS-2019-01-4118__chr.fasta	KGVETS-2019-01-4118__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4118
KGVETS-2019-01-4118__chr.fasta	KGVETS-2019-01-4118__completeAssembly.fasta	0.000671293	0	97239/100000	KGVETS-2019-01-4118
KGVETS-2019-01-4118__chr.fasta	KGVETS-2019-01-4118__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-4118
KGMAR-2016-1200__chr.fasta	KGMAR-2016-1200__allPlasmids.fasta	0.347322	4.45675e-120	34/100000	KGMAR-2016-1200
KGMAR-2016-1200__chr.fasta	KGMAR-2016-1200__chr.fasta	0	0	100000/100000	KGMAR-2016-1200
KGMAR-2016-1200__chr.fasta	KGMAR-2016-1200__completeAssembly.fasta	0.000835994	0	96579/100000	KGMAR-2016-1200
KGMAR-2016-1200__chr.fasta	KGMAR-2016-1200__pl_1.fasta	0.347322	2.80535e-120	34/100000	KGMAR-2016-1200
KGMAR-2016-1200__chr.fasta	KGMAR-2016-1200__pl_2.fasta	1	1	0/100000	KGMAR-2016-1200
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__allPlasmids.fasta	0.293209	0	106/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__chr.fasta	0	0	100000/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__completeAssembly.fasta	0.000852055	0	96515/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__pl_1.fasta	0.29366	0	105/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__pl_2.fasta	0.422568	7.47768e-27	7/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__pl_3.fasta	1	1	0/100000	KGMAR-2019-400-2
KGMAR-2019-400-2__chr.fasta	KGMAR-2019-400-2__pl_4.fasta	1	1	0/100000	KGMAR-2019-400-2
KGVETS-2019-01-376__chr.fasta	KGVETS-2019-01-376__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-376
KGVETS-2019-01-376__chr.fasta	KGVETS-2019-01-376__chr.fasta	0	0	100000/100000	KGVETS-2019-01-376
KGVETS-2019-01-376__chr.fasta	KGVETS-2019-01-376__completeAssembly.fasta	0.000822205	0	96634/100000	KGVETS-2019-01-376
KGVETS-2019-01-376__chr.fasta	KGVETS-2019-01-376__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-376
2018-01-2485__chr.fasta	2018-01-2485__allPlasmids.fasta	0.323571	1.63382e-204	56/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__chr.fasta	0	0	100000/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__completeAssembly.fasta	0.000968969	0	96051/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__pl_1.fasta	0.323571	1.07728e-206	56/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__pl_2.fasta	1	1	0/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__pl_3.fasta	1	1	0/100000	2018-01-2485
2018-01-2485__chr.fasta	2018-01-2485__pl_4.fasta	1	1	0/100000	2018-01-2485
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__allPlasmids.fasta	0.401047	9.64721e-32	11/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__completeAssembly.fasta	0.00151665	0	93921/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__pl_2.fasta	0.396904	9.31682e-41	12/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-4548
KGVETS-2019-01-4548__chr.fasta	KGVETS-2019-01-4548__pl_4.fasta	1	1	0/100000	KGVETS-2019-01-4548
2018-01-711__chr.fasta	2018-01-711__allPlasmids.fasta	1	1	0/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__chr.fasta	0	0	100000/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__completeAssembly.fasta	6.20257e-05	0	99740/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__pl_1.fasta	1	1	0/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__pl_2.fasta	1	1	0/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__pl_3.fasta	1	1	0/100000	2018-01-711
2018-01-711__chr.fasta	2018-01-711__pl_4.fasta	1	1	0/100000	2018-01-711
KGVET-2020-01-2067-1__chr.fasta	KGVET-2020-01-2067-1__allPlasmids.fasta	1	1	0/100000	KGVET-2020-01-2067-1
KGVET-2020-01-2067-1__chr.fasta	KGVET-2020-01-2067-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-2067-1
KGVET-2020-01-2067-1__chr.fasta	KGVET-2020-01-2067-1__completeAssembly.fasta	1.52454e-05	0	99936/100000	KGVET-2020-01-2067-1
KGVET-2020-01-2067-1__chr.fasta	KGVET-2020-01-2067-1__pl_1.fasta	1	1	0/100000	KGVET-2020-01-2067-1
KGVETS-2019-01-4637__chr.fasta	KGVETS-2019-01-4637__allPlasmids.fasta	0.43859	4.74489e-15	5/100000	KGVETS-2019-01-4637
KGVETS-2019-01-4637__chr.fasta	KGVETS-2019-01-4637__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4637
KGVETS-2019-01-4637__chr.fasta	KGVETS-2019-01-4637__completeAssembly.fasta	0.000691913	0	97156/100000	KGVETS-2019-01-4637
KGVETS-2019-01-4637__chr.fasta	KGVETS-2019-01-4637__pl_1.fasta	0.43859	3.46854e-15	5/100000	KGVETS-2019-01-4637
KGVETS-2019-01-4637__chr.fasta	KGVETS-2019-01-4637__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-4637
KGVET-2020-01-3043-2__chr.fasta	KGVET-2020-01-3043-2__chr.fasta	0	0	100000/100000	KGVET-2020-01-3043-2
KGVET-2020-01-3043-2__chr.fasta	KGVET-2020-01-3043-2__completeAssembly.fasta	0	0	100000/100000	KGVET-2020-01-3043-2
KGVET-2020-01-2318-1__chr.fasta	KGVET-2020-01-2318-1__allPlasmids.fasta	0.515228	0.00431886	1/100000	KGVET-2020-01-2318-1
KGVET-2020-01-2318-1__chr.fasta	KGVET-2020-01-2318-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-2318-1
KGVET-2020-01-2318-1__chr.fasta	KGVET-2020-01-2318-1__completeAssembly.fasta	0.000892778	0	96353/100000	KGVET-2020-01-2318-1
KGVET-2020-01-2318-1__chr.fasta	KGVET-2020-01-2318-1__pl_1.fasta	0.515228	0.00431886	1/100000	KGVET-2020-01-2318-1
2018-01-714__chr.fasta	2018-01-714__allPlasmids.fasta	0.380321	6.3698e-54	17/100000	2018-01-714
2018-01-714__chr.fasta	2018-01-714__chr.fasta	0	0	100000/100000	2018-01-714
2018-01-714__chr.fasta	2018-01-714__completeAssembly.fasta	0.00112626	0	95432/100000	2018-01-714
2018-01-714__chr.fasta	2018-01-714__pl_1.fasta	0.380321	6.3698e-54	17/100000	2018-01-714
KGVETS-2019-01-4639__chr.fasta	KGVETS-2019-01-4639__allPlasmids.fasta	0.328022	1.04565e-195	51/100000	KGVETS-2019-01-4639
KGVETS-2019-01-4639__chr.fasta	KGVETS-2019-01-4639__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4639
KGVETS-2019-01-4639__chr.fasta	KGVETS-2019-01-4639__completeAssembly.fasta	0.000600439	0	97525/100000	KGVETS-2019-01-4639
KGVETS-2019-01-4639__chr.fasta	KGVETS-2019-01-4639__pl_1.fasta	0.328022	1.04565e-195	51/100000	KGVETS-2019-01-4639
KGVETS-2019-01-4937__chr.fasta	KGVETS-2019-01-4937__allPlasmids.fasta	0.306007	4.31104e-304	81/100000	KGVETS-2019-01-4937
KGVETS-2019-01-4937__chr.fasta	KGVETS-2019-01-4937__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4937
KGVETS-2019-01-4937__chr.fasta	KGVETS-2019-01-4937__completeAssembly.fasta	0.00114593	0	95355/100000	KGVETS-2019-01-4937
KGVETS-2019-01-4937__chr.fasta	KGVETS-2019-01-4937__pl_1.fasta	0.360092	5.15841e-92	26/100000	KGVETS-2019-01-4937
KGVETS-2019-01-4937__chr.fasta	KGVETS-2019-01-4937__pl_2.fasta	0.314331	1.06927e-274	68/100000	KGVETS-2019-01-4937
2018-01-4735__chr.fasta	2018-01-4735__allPlasmids.fasta	1	1	0/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__chr.fasta	0	0	100000/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__completeAssembly.fasta	0.000103671	0	99566/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__pl_1.fasta	1	1	0/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__pl_2.fasta	1	1	0/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__pl_3.fasta	1	1	0/100000	2018-01-4735
2018-01-4735__chr.fasta	2018-01-4735__pl_4.fasta	1	1	0/100000	2018-01-4735
2018-01-3723__chr.fasta	2018-01-3723__allPlasmids.fasta	0.356564	1.50132e-101	28/100000	2018-01-3723
2018-01-3723__chr.fasta	2018-01-3723__chr.fasta	0	0	100000/100000	2018-01-3723
2018-01-3723__chr.fasta	2018-01-3723__completeAssembly.fasta	0.000555265	0	97708/100000	2018-01-3723
2018-01-3723__chr.fasta	2018-01-3723__pl_1.fasta	0.356564	1.50132e-101	28/100000	2018-01-3723
KGVET-2020-01-2800-1__chr.fasta	KGVET-2020-01-2800-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-2800-1
KGVET-2020-01-2800-1__chr.fasta	KGVET-2020-01-2800-1__completeAssembly.fasta	0	0	100000/100000	KGVET-2020-01-2800-1
2018-01-389__chr.fasta	2018-01-389__chr.fasta	0	0	100000/100000	2018-01-389
2018-01-389__chr.fasta	2018-01-389__completeAssembly.fasta	0	0	100000/100000	2018-01-389
2018-01-4639__chr.fasta	2018-01-4639__allPlasmids.fasta	0.351719	4.53755e-95	31/100000	2018-01-4639
2018-01-4639__chr.fasta	2018-01-4639__chr.fasta	0	0	100000/100000	2018-01-4639
2018-01-4639__chr.fasta	2018-01-4639__completeAssembly.fasta	0.00233297	0	90874/100000	2018-01-4639
2018-01-4639__chr.fasta	2018-01-4639__pl_1.fasta	0.351719	2.55501e-104	31/100000	2018-01-4639
2018-01-4639__chr.fasta	2018-01-4639__pl_2.fasta	0.345942	3.51291e-124	35/100000	2018-01-4639
2018-01-4639__chr.fasta	2018-01-4639__pl_3.fasta	1	1	0/100000	2018-01-4639
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__allPlasmids.fasta	0.257425	0	225/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__chr.fasta	0	0	100000/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__completeAssembly.fasta	0.0015245	0	93891/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_1.fasta	0.264962	0	192/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_2.fasta	1	1	0/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_3.fasta	0.282417	0	133/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_4.fasta	1	1	0/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_5.fasta	1	1	0/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_6.fasta	1	1	0/100000	KGMAR-2019-1766
KGMAR-2019-1766__chr.fasta	KGMAR-2019-1766__pl_7.fasta	1	1	0/100000	KGMAR-2019-1766
KGMAR-2016-1198__chr.fasta	KGMAR-2016-1198__allPlasmids.fasta	0.307802	1.49487e-290	78/100000	KGMAR-2016-1198
KGMAR-2016-1198__chr.fasta	KGMAR-2016-1198__chr.fasta	0	0	100000/100000	KGMAR-2016-1198
KGMAR-2016-1198__chr.fasta	KGMAR-2016-1198__completeAssembly.fasta	0.00110916	0	95499/100000	KGMAR-2016-1198
KGMAR-2016-1198__chr.fasta	KGMAR-2016-1198__pl_1.fasta	0.307802	1.49487e-290	78/100000	KGMAR-2016-1198
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__completeAssembly.fasta	0.000541467	0	97764/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-4908
KGVETS-2019-01-4908__chr.fasta	KGVETS-2019-01-4908__pl_4.fasta	1	1	0/100000	KGVETS-2019-01-4908
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__allPlasmids.fasta	1	1	0/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__chr.fasta	0	0	100000/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__completeAssembly.fasta	0.000102952	0	99569/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__pl_1.fasta	1	1	0/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__pl_2.fasta	1	1	0/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__pl_3.fasta	1	1	0/100000	KGVET-2020-01-236-2
KGVET-2020-01-236-2__chr.fasta	KGVET-2020-01-236-2__pl_4.fasta	1	1	0/100000	KGVET-2020-01-236-2
KGVETS-2019-01-897__chr.fasta	KGVETS-2019-01-897__allPlasmids.fasta	0.515228	0.00375384	1/100000	KGVETS-2019-01-897
KGVETS-2019-01-897__chr.fasta	KGVETS-2019-01-897__chr.fasta	0	0	100000/100000	KGVETS-2019-01-897
KGVETS-2019-01-897__chr.fasta	KGVETS-2019-01-897__completeAssembly.fasta	0.000764168	0	96866/100000	KGVETS-2019-01-897
KGVETS-2019-01-897__chr.fasta	KGVETS-2019-01-897__pl_1.fasta	0.515228	0.00371394	1/100000	KGVETS-2019-01-897
KGVETS-2019-01-897__chr.fasta	KGVETS-2019-01-897__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-897
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__allPlasmids.fasta	0.363903	5.64229e-77	24/100000	KGVETS-2019-01-587
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__chr.fasta	0	0	100000/100000	KGVETS-2019-01-587
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__completeAssembly.fasta	0.00132714	0	94650/100000	KGVETS-2019-01-587
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__pl_1.fasta	0.363903	1.53086e-81	24/100000	KGVETS-2019-01-587
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__pl_2.fasta	1	1	0/100000	KGVETS-2019-01-587
KGVETS-2019-01-587__chr.fasta	KGVETS-2019-01-587__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-587
KGMAR-2016-1400__chr.fasta	KGMAR-2016-1400__allPlasmids.fasta	0.289333	0	115/100000	KGMAR-2016-1400
KGMAR-2016-1400__chr.fasta	KGMAR-2016-1400__chr.fasta	0	0	100000/100000	KGMAR-2016-1400
KGMAR-2016-1400__chr.fasta	KGMAR-2016-1400__completeAssembly.fasta	0.000856072	0	96499/100000	KGMAR-2016-1400
KGMAR-2016-1400__chr.fasta	KGMAR-2016-1400__pl_1.fasta	0.289333	0	115/100000	KGMAR-2016-1400
2018-01-2734__chr.fasta	2018-01-2734__allPlasmids.fasta	0.515228	0.00479032	1/100000	2018-01-2734
2018-01-2734__chr.fasta	2018-01-2734__chr.fasta	0	0	100000/100000	2018-01-2734
2018-01-2734__chr.fasta	2018-01-2734__completeAssembly.fasta	0.000897561	0	96334/100000	2018-01-2734
2018-01-2734__chr.fasta	2018-01-2734__pl_1.fasta	0.515228	0.0031401	1/100000	2018-01-2734
2018-01-2734__chr.fasta	2018-01-2734__pl_2.fasta	1	1	0/100000	2018-01-2734
2018-01-2085__chr.fasta	2018-01-2085__allPlasmids.fasta	0.354894	6.8944e-106	29/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__chr.fasta	0	0	100000/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__completeAssembly.fasta	0.000552801	0	97718/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__pl_1.fasta	0.354894	8.32898e-108	29/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__pl_2.fasta	1	1	0/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__pl_3.fasta	1	1	0/100000	2018-01-2085
2018-01-2085__chr.fasta	2018-01-2085__pl_4.fasta	1	1	0/100000	2018-01-2085
KGVET-2019-01-2264__chr.fasta	KGVET-2019-01-2264__chr.fasta	0	0	100000/100000	KGVET-2019-01-2264
KGVET-2019-01-2264__chr.fasta	KGVET-2019-01-2264__completeAssembly.fasta	0	0	100000/100000	KGVET-2019-01-2264
KGVETS-2019-01-902__chr.fasta	KGVETS-2019-01-902__allPlasmids.fasta	0.363903	1.17446e-81	24/100000	KGVETS-2019-01-902
KGVETS-2019-01-902__chr.fasta	KGVETS-2019-01-902__chr.fasta	0	0	100000/100000	KGVETS-2019-01-902
KGVETS-2019-01-902__chr.fasta	KGVETS-2019-01-902__completeAssembly.fasta	0.000796163	0	96738/100000	KGVETS-2019-01-902
KGVETS-2019-01-902__chr.fasta	KGVETS-2019-01-902__pl_1.fasta	0.363903	1.17446e-81	24/100000	KGVETS-2019-01-902
KGMAR-2019-2186__chr.fasta	KGMAR-2019-2186__chr.fasta	0	0	100000/100000	KGMAR-2019-2186
KGMAR-2019-2186__chr.fasta	KGMAR-2019-2186__completeAssembly.fasta	0	0	100000/100000	KGMAR-2019-2186
KGVETS-2019-01-901__chr.fasta	KGVETS-2019-01-901__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-901
KGVETS-2019-01-901__chr.fasta	KGVETS-2019-01-901__chr.fasta	0	0	100000/100000	KGVETS-2019-01-901
KGVETS-2019-01-901__chr.fasta	KGVETS-2019-01-901__completeAssembly.fasta	0.000660372	0	97283/100000	KGVETS-2019-01-901
KGVETS-2019-01-901__chr.fasta	KGVETS-2019-01-901__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-901
KGMAR-2019-604__chr.fasta	KGMAR-2019-604__allPlasmids.fasta	1	1	0/100000	KGMAR-2019-604
KGMAR-2019-604__chr.fasta	KGMAR-2019-604__chr.fasta	0	0	100000/100000	KGMAR-2019-604
KGMAR-2019-604__chr.fasta	KGMAR-2019-604__completeAssembly.fasta	0.000179341	0	99251/100000	KGMAR-2019-604
KGMAR-2019-604__chr.fasta	KGMAR-2019-604__pl_1.fasta	1	1	0/100000	KGMAR-2019-604
NK_H1_002__chr.fasta	NK_H1_002__allPlasmids.fasta	0.274529	0	157/100000	NK_H1_002
NK_H1_002__chr.fasta	NK_H1_002__chr.fasta	0	0	100000/100000	NK_H1_002
NK_H1_002__chr.fasta	NK_H1_002__completeAssembly.fasta	0.000857328	0	96494/100000	NK_H1_002
NK_H1_002__chr.fasta	NK_H1_002__pl_1.fasta	0.274529	0	157/100000	NK_H1_002
NK_H1_002__chr.fasta	NK_H1_002__pl_2.fasta	1	1	0/100000	NK_H1_002
2018-01-2640__chr.fasta	2018-01-2640__allPlasmids.fasta	0.389565	2.04283e-41	14/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__chr.fasta	0	0	100000/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__completeAssembly.fasta	0.0015567	0	93768/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__pl_1.fasta	0.393093	8.37373e-43	13/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__pl_2.fasta	1	1	0/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__pl_3.fasta	0.515228	0.00185332	1/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__pl_4.fasta	1	1	0/100000	2018-01-2640
2018-01-2640__chr.fasta	2018-01-2640__pl_5.fasta	1	1	0/100000	2018-01-2640
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__allPlasmids.fasta	0.429909	3.95216e-18	6/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__completeAssembly.fasta	0.000731738	0	96996/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_1.fasta	0.429909	2.13473e-18	6/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_2.fasta	1	1	0/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_3.fasta	1	1	0/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_4.fasta	1	1	0/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_5.fasta	1	1	0/100000	KGVET-2020-01-3421-1
KGVET-2020-01-3421-1__chr.fasta	KGVET-2020-01-3421-1__pl_6.fasta	1	1	0/100000	KGVET-2020-01-3421-1
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__allPlasmids.fasta	0.317965	1.56773e-234	63/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__chr.fasta	0	0	100000/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__completeAssembly.fasta	0.000932343	0	96196/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__pl_1.fasta	0.317965	5.28619e-236	63/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_1032
KP_NORM_BLD_1032__chr.fasta	KP_NORM_BLD_1032__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_1032
KP_NORM_BLD_111588__chr.fasta	KP_NORM_BLD_111588__allPlasmids.fasta	0.345942	1.73798e-124	35/100000	KP_NORM_BLD_111588
KP_NORM_BLD_111588__chr.fasta	KP_NORM_BLD_111588__chr.fasta	0	0	100000/100000	KP_NORM_BLD_111588
KP_NORM_BLD_111588__chr.fasta	KP_NORM_BLD_111588__completeAssembly.fasta	0.000821704	0	96636/100000	KP_NORM_BLD_111588
KP_NORM_BLD_111588__chr.fasta	KP_NORM_BLD_111588__pl_1.fasta	0.345942	1.06163e-124	35/100000	KP_NORM_BLD_111588
KP_NORM_BLD_111588__chr.fasta	KP_NORM_BLD_111588__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_111588
KGMAR-2019-1764__chr.fasta	KGMAR-2019-1764__allPlasmids.fasta	0.41621	1.84223e-25	8/100000	KGMAR-2019-1764
KGMAR-2019-1764__chr.fasta	KGMAR-2019-1764__chr.fasta	0	0	100000/100000	KGMAR-2019-1764
KGMAR-2019-1764__chr.fasta	KGMAR-2019-1764__completeAssembly.fasta	0.000624188	0	97429/100000	KGMAR-2019-1764
KGMAR-2019-1764__chr.fasta	KGMAR-2019-1764__pl_1.fasta	0.41621	1.84223e-25	8/100000	KGMAR-2019-1764
KP_NORM_BLD_110772__chr.fasta	KP_NORM_BLD_110772__allPlasmids.fasta	0.482221	4.78301e-06	2/100000	KP_NORM_BLD_110772
KP_NORM_BLD_110772__chr.fasta	KP_NORM_BLD_110772__chr.fasta	0	0	100000/100000	KP_NORM_BLD_110772
KP_NORM_BLD_110772__chr.fasta	KP_NORM_BLD_110772__completeAssembly.fasta	0.000594755	0	97548/100000	KP_NORM_BLD_110772
KP_NORM_BLD_110772__chr.fasta	KP_NORM_BLD_110772__pl_1.fasta	0.482221	4.12613e-06	2/100000	KP_NORM_BLD_110772
KP_NORM_BLD_110772__chr.fasta	KP_NORM_BLD_110772__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_110772
KP_NORM_BLD_111598__chr.fasta	KP_NORM_BLD_111598__allPlasmids.fasta	0.245371	0	290/100000	KP_NORM_BLD_111598
