ToolName,tag,duration,total_seconds,total_minutes,peak_rss,peak_rss_gb
plasmidSPAdes,KP_NORM_BLD_115351,29m 26s,1766,29.433333333333334,5 GB,5
PlaScope (reads),KGVET-2020-01-2158-1,37m 7s,2227,37.11666666666667,5.1 GB,5.1
PlaScope (reads),KGVET-2020-01-2209-1,38m 7s,2287,38.11666666666667,5.6 GB,5.6
plasmidSPAdes,2018-01-1024,20m 10s,1210,20.166666666666668,4.9 GB,4.9
SPAdes,KGVETS-2019-01-1380,14m 54s,894,14.9,4.9 GB,4.9
SPAdes,KP_NORM_BLD_113321,6m 39s,399,6.65,3.2 GB,3.2
plasmidSPAdes,KGVET-2020-01-3721-3,22m 23s,1343,22.383333333333333,5.4 GB,5.4
SPAdes,KP_NORM_BLD_113768,12m 54s,774,12.9,3.5 GB,3.5
plasmidSPAdes,2018-01-389,2h 8m 47s,7727,128.78333333333333,6.1 GB,6.1
SPAdes,KGVETS-2019-01-1759,8m 13s,493,8.216666666666667,4.9 GB,4.9
PlaScope (reads),KGMAR-2016-1396,19m 12s,1152,19.2,5.3 GB,5.3
SPAdes,KP_NORM_BLD_113888,7m 33s,453,7.55,5 GB,5
SPAdes,KP_NORM_BLD_114309,11m 37s,697,11.616666666666667,4.7 GB,4.7
PlaScope (reads),2018-01-1439,25m 2s,1502,25.033333333333335,5.6 GB,5.6
PlaScope (reads),KGVET-2020-01-4249-1,22m 47s,1367,22.783333333333335,5.6 GB,5.6
PlaScope (reads),KP_NORM_BLD_113768,14m 44s,884,14.733333333333333,4 GB,4
SPAdes,KGVET-2020-04-18146,17m 12s,1032,17.2,5.1 GB,5.1
SPAdes,KGVETS-2019-01-376,10m 28s,628,10.466666666666667,5.1 GB,5.1
PlaScope (reads),KGVET-2020-04-18146,25m 55s,1555,25.916666666666668,5.7 GB,5.7
plasmidSPAdes,KP_NORM_BLD_114487,17m 34s,1054,17.566666666666666,4.4 GB,4.4
SPAdes,KGVETS-2019-01-4380,13m 56s,836,13.933333333333334,5.1 GB,5.1
SPAdes,KGVETS-2019-01-4407,10m 21s,621,10.35,5 GB,5
plasmidSPAdes,KGMAR-2019-1434,14m 24s,864,14.4,4.8 GB,4.8
plasmidSPAdes,KP_NORM_BLD_112925,8m 53s,533,8.883333333333333,3.5 GB,3.5
PlaScope (reads),KGVETS-2019-01-326,19m 36s,1176,19.6,5 GB,5
SPAdes,2018-01-707,28m 22s,1702,28.366666666666667,5 GB,5
PlaScope (reads),KGVETS-2019-01-476,20m 19s,1219,20.316666666666666,5.2 GB,5.2
plasmidSPAdes,KGVETS-2019-01-901,12m 8s,728,12.133333333333333,5.1 GB,5.1
PlaScope (reads),KGVETS-2019-01-4848,18m 33s,1113,18.55,5.5 GB,5.5
plasmidSPAdes,KGVETS-2019-01-604,10m 44s,644,10.733333333333333,5 GB,5
SPAdes,2018-01-1001,24m 48s,1488,24.8,5 GB,5
PlaScope (reads),KGVETS-2019-01-4548,22m 21s,1341,22.35,5.4 GB,5.4
plasmidSPAdes,KP_NORM_BLD_115369,13m 27s,807,13.45,4.6 GB,4.6
plasmidSPAdes,KGVETS-2019-01-5108,13m 33s,813,13.55,5 GB,5
plasmidSPAdes,KGVETS-2019-01-4407,12m 4s,724,12.066666666666666,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_115706,10m 18s,618,10.3,5.1 GB,5.1
PlaScope (reads),KGVETS-2019-01-3793,27m 21s,1641,27.35,5.6 GB,5.6
plasmidSPAdes,KP_NORM_BLD_112911,15m 43s,943,15.716666666666667,4.8 GB,4.8
SPAdes,KP_NORM_BLD_1032,17m 51s,1071,17.85,5 GB,5
PlaScope (reads),KGVETS-2019-01-4380,23m 17s,1397,23.283333333333335,5.6 GB,5.6
SPAdes,KGVETS-2019-01-4637,18m 13s,1093,18.216666666666665,5.1 GB,5.1
PlaScope (reads),KGVETS-2019-01-4118,16m 40s,1000,16.666666666666668,5.8 GB,5.8
plasmidSPAdes,KGVETS-2019-01-4637,18m 9s,1089,18.15,5.1 GB,5.1
SPAdes,KP_NORM_BLD_114487,17m 21s,1041,17.35,4.4 GB,4.4
plasmidSPAdes,KP_NORM_BLD_115796,8m 27s,507,8.45,4.6 GB,4.6
plasmidSPAdes,KGVETS-2019-01-4937,18m 53s,1133,18.883333333333333,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_1032,16m 22s,982,16.366666666666667,5.1 GB,5.1
PlaScope (reads),KGVETS-2019-01-1336,22m 32s,1352,22.533333333333335,5.6 GB,5.6
plasmidSPAdes,KP_NORM_BLD_116241,15m 12s,912,15.2,4.5 GB,4.5
plasmidSPAdes,KP_NORM_BLD_116392,9m,540,9,4.2 GB,4.2
SPAdes,KP_NORM_BLD_115332,17m 26s,1046,17.433333333333334,5 GB,5
plasmidSPAdes,KP_NORM_BLD_116378,8m 32s,512,8.533333333333333,4.1 GB,4.1
PlaScope (reads),KP_NORM_BLD_114453,15m 15s,915,15.25,3.8 GB,3.8
SPAdes,KP_NORM_BLD_114603,7m 22s,442,7.366666666666666,4.3 GB,4.3
SPAdes,KP_NORM_BLD_114473,38m 47s,2327,38.78333333333333,5 GB,5
PlaScope (reads),KP_NORM_BLD_114603,12m,720,12,4.2 GB,4.2
SPAdes,KP_NORM_BLD_114482,33m 7s,1987,33.11666666666667,4.8 GB,4.8
PlaScope (reads),KP_NORM_BLD_114487,23m 27s,1407,23.45,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_116566,8m 18s,498,8.3,4.3 GB,4.3
SPAdes,KGVET-2020-01-3515,9m 51s,591,9.85,5 GB,5
PlaScope (reads),KGMAR-2019-1417-2,20m 55s,1255,20.916666666666668,5.4 GB,5.4
SPAdes,KP_NORM_BLD_114458,35m 29s,2129,35.483333333333334,4.8 GB,4.8
plasmidSPAdes,KP_NORM_BLD_117477,8m 47s,527,8.783333333333333,4.8 GB,4.8
PlaScope (reads),KGMAR-2019-1459,20m 45s,1245,20.75,5.2 GB,5.2
PlaScope (reads),KP_NORM_BLD_115332,22m 59s,1379,22.983333333333334,5 GB,5
SPAdes,KGMAR-2019-400-2,7m 24s,444,7.4,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_12850,5m 12s,312,5.2,3.3 GB,3.3
PlaScope (reads),KP_NORM_BLD_115706,12m 58s,778,12.966666666666667,5.3 GB,5.3
PlaScope (reads),KP_NORM_BLD_115369,16m 18s,978,16.3,4.5 GB,4.5
plasmidSPAdes,KP_NORM_BLD_12934,7m 42s,462,7.7,4.6 GB,4.6
PlaScope (reads),KP_NORM_BLD_114473,46m 10s,2770,46.166666666666664,7.8 GB,7.8
PlaScope (reads),KP_NORM_BLD_114482,38m 40s,2320,38.666666666666664,8 GB,8
PlaScope (reads),KGVET-2020-01-3513-1,17m 53s,1073,17.883333333333333,5.6 GB,5.6
plasmidSPAdes,KGVET-2020-01-3514,18m 27s,1107,18.45,5.1 GB,5.1
SPAdes,KP_NORM_BLD_115369,12m 57s,777,12.95,4.8 GB,4.8
PLASMe,KGVETS-2019-01-604,5m 10s,310,5.166666666666667,4 GB,4
SPAdes,KP_NORM_BLD_115706,8m 54s,534,8.9,5 GB,5
PlaScope (reads),KGMAR-2019-604,14m 14s,854,14.233333333333333,5.9 GB,5.9
plasmidSPAdes,2018-01-1439,18m 59s,1139,18.983333333333334,5.3 GB,5.3
SPAdes,2018-01-1024,16m 53s,1013,16.883333333333333,4.8 GB,4.8
PlaScope (reads),KP_NORM_BLD_115796,11m 1s,661,11.016666666666667,4 GB,4
SPAdes,KP_NORM_BLD_115796,7m 28s,448,7.466666666666667,3.7 GB,3.7
PlaScope (reads),KGVET-2020-01-3775-3,21m 30s,1290,21.5,5.5 GB,5.5
SPAdes,KGVETS-2019-01-901,11m 15s,675,11.25,4.7 GB,4.7
SPAdes,KGMAR-2016-1178,19m 37s,1177,19.616666666666667,5 GB,5
plasmidSPAdes,KGVET-2020-01-3513-1,13m 39s,819,13.65,4.6 GB,4.6
PlaScope (reads),KP_NORM_BLD_116239,14m 37s,877,14.616666666666667,4 GB,4
SPAdes,KP_NORM_BLD_116239,12m 31s,751,12.516666666666667,3.8 GB,3.8
plasmidSPAdes,KGVET-2020-01-3775-3,17m 39s,1059,17.65,4.6 GB,4.6
plasmidSPAdes,KP_NORM_BLD_13123,19m 13s,1153,19.216666666666665,4.6 GB,4.6
PlaScope (reads),KP_NORM_BLD_114458,37m 21s,2241,37.35,7.3 GB,7.3
PlaScope (reads),KP_NORM_BLD_116241,20m 4s,1204,20.066666666666666,5.5 GB,5.5
PlaScope (reads),KP_NORM_BLD_116392,10m 49s,649,10.816666666666666,4.3 GB,4.3
PlaScope (reads),KP_NORM_BLD_116378,12m 13s,733,12.216666666666667,4.6 GB,4.6
SPAdes,KP_NORM_BLD_116241,16m 20s,980,16.333333333333332,4.5 GB,4.5
plasmidSPAdes,KP_NORM_BLD_13127,16m 34s,994,16.566666666666666,4.7 GB,4.7
SPAdes,KP_NORM_BLD_116378,7m 24s,444,7.4,4.1 GB,4.1
SPAdes,KGVET-2020-01-468-1,36m 15s,2175,36.25,5.1 GB,5.1
SPAdes,KGMAR-2019-1434,13m 19s,799,13.316666666666666,5 GB,5
SPAdes,KGVETS-2019-01-1378,10m 3s,603,10.05,4.6 GB,4.6
SPAdes,KGVETS-2019-01-1336,16m 58s,1018,16.966666666666665,5 GB,5
PlaScope (reads),KGVET-2020-01-2800-1,17m 42s,1062,17.7,5.6 GB,5.6
SPAdes,KGVET-2020-01-2661,19m 58s,1198,19.966666666666665,5.1 GB,5.1
SPAdes,KP_NORM_BLD_116392,7m 41s,461,7.683333333333334,4.3 GB,4.3
plasmidSPAdes,KP_NORM_BLD_13372,30m 45s,1845,30.75,6.5 GB,6.5
SPAdes,KP_NORM_BLD_116566,6m 57s,417,6.95,4 GB,4
plasmidSPAdes,KP_NORM_BLD_13377,32m 4s,1924,32.06666666666667,6.8 GB,6.8
PlaScope (reads),KGVET-2020-01-468-1,45m 22s,2722,45.36666666666667,6.6 GB,6.6
SPAdes,KGVETS-2019-01-1760,11m 37s,697,11.616666666666667,4.9 GB,4.9
PlaScope (reads),KGVETS-2019-01-1378,15m 27s,927,15.45,5 GB,5
plasmidSPAdes,KP_NORM_BLD_13375,33m 4s,1984,33.06666666666667,7 GB,7
PlaScope (reads),KGVETS-2019-01-1380,19m 47s,1187,19.783333333333335,5.1 GB,5.1
PlaScope (reads),KGVETS-2019-01-1759,11m 10s,670,11.166666666666666,4.9 GB,4.9
PlaScope (reads),KP_NORM_BLD_116570,11m 41s,701,11.683333333333334,4.5 GB,4.5
plasmidSPAdes,KP_NORM_BLD_13382,5m 3s,303,5.05,3.1 GB,3.1
PlaScope (reads),KP_NORM_BLD_117477,10m 24s,624,10.4,4.5 GB,4.5
plasmidSPAdes,KP_NORM_BLD_13380,23m 54s,1434,23.9,6 GB,6
PlaScope (reads),2018-01-710,57m 17s,3437,57.28333333333333,6 GB,6
SPAdes,KP_NORM_BLD_12850,4m 28s,268,4.466666666666667,3.6 GB,3.6
PlaScope (reads),KGVETS-2019-01-1382,21m 4s,1264,21.066666666666666,5.8 GB,5.8
PlaScope (reads),KP_NORM_BLD_12850,6m 46s,406,6.766666666666667,3.1 GB,3.1
SPAdes,KP_NORM_BLD_116570,7m 44s,464,7.733333333333333,4.4 GB,4.4
plasmidSPAdes,KP_NORM_BLD_13379,19m 51s,1191,19.85,5.7 GB,5.7
SPAdes,KP_NORM_BLD_117477,7m 37s,457,7.616666666666666,4.3 GB,4.3
PlaScope (reads),KP_NORM_BLD_12934,10m 19s,619,10.316666666666666,4.6 GB,4.6
plasmidSPAdes,KGVET-2020-01-3515,11m 41s,701,11.683333333333334,4.6 GB,4.6
PlaScope (reads),KGVET-2020-01-4188-1,22m 41s,1361,22.683333333333334,5.6 GB,5.6
plasmidSPAdes,KGVET-2019-01-3619,22m 53s,1373,22.883333333333333,5.2 GB,5.2
plasmidSPAdes,KP_NORM_BLD_1347,18m 56s,1136,18.933333333333334,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_1339,24m 32s,1472,24.533333333333335,6.3 GB,6.3
plasmidSPAdes,KP_NORM_BLD_13383,25m 33s,1533,25.55,6.2 GB,6.2
PlaScope (reads),KP_NORM_BLD_13127,21m 1s,1261,21.016666666666666,5.8 GB,5.8
SPAdes,KP_NORM_BLD_12934,6m 34s,394,6.566666666666666,4.7 GB,4.7
SPAdes,KP_NORM_BLD_13123,18m 15s,1095,18.25,5.1 GB,5.1
PlaScope (reads),KP_NORM_BLD_13123,23m 10s,1390,23.166666666666668,5.5 GB,5.5
PlaScope (reads),NK_H23_019,20m 31s,1231,20.516666666666666,5.5 GB,5.5
plasmidSPAdes,KP_NORM_BLD_1348,28m 30s,1710,28.5,6.6 GB,6.6
PlaScope (reads),KP_NORM_BLD_13129,19m 41s,1181,19.683333333333334,4.9 GB,4.9
PlaScope (reads),2018-01-2734,2h 28m 6s,8886,148.1,9.5 GB,9.5
plasmidSPAdes,KP_NORM_BLD_13738,18m 48s,1128,18.8,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_13757,9m 45s,585,9.75,4.4 GB,4.4
plasmidSPAdes,KP_NORM_BLD_13748,5m 7s,307,5.116666666666666,1.9 GB,1.9
SPAdes,KP_NORM_BLD_13129,16m 43s,1003,16.716666666666665,5 GB,5
plasmidSPAdes,KP_NORM_BLD_13889,12m 53s,773,12.883333333333333,4.9 GB,4.9
SPAdes,KP_NORM_BLD_13127,18m 5s,1085,18.083333333333332,4.6 GB,4.6
PlaScope (reads),KP_NORM_BLD_13375,39m 48s,2388,39.8,7.1 GB,7.1
plasmidSPAdes,KP_NORM_BLD_13886,8m 55s,535,8.916666666666666,4.5 GB,4.5
plasmidSPAdes,KGVET-2020-01-468-1,36m 29s,2189,36.483333333333334,6.6 GB,6.6
PlaScope (reads),KP_NORM_BLD_13372,37m 22s,2242,37.36666666666667,6.7 GB,6.7
SPAdes,KP_NORM_BLD_1339,28m 30s,1710,28.5,4.9 GB,4.9
PlaScope (reads),KP_NORM_BLD_1339,32m 57s,1977,32.95,6.3 GB,6.3
PlaScope (reads),KP_NORM_BLD_13382,6m 48s,408,6.8,2.8 GB,2.8
PlaScope (reads),KP_NORM_BLD_13379,25m 48s,1548,25.8,5.8 GB,5.8
SPAdes,KP_NORM_BLD_13377,33m 22s,2002,33.36666666666667,5.1 GB,5.1
SPAdes,KP_NORM_BLD_13379,24m 32s,1472,24.533333333333335,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_13880,9m 32s,572,9.533333333333333,4.9 GB,4.9
SPAdes,KP_NORM_BLD_1347,20m 11s,1211,20.183333333333334,4.7 GB,4.7
PlaScope (reads),KP_NORM_BLD_13377,40m 3s,2403,40.05,6.8 GB,6.8
plasmidSPAdes,KGVETS-2019-01-1759,8m 12s,492,8.2,4.3 GB,4.3
SPAdes,KP_NORM_BLD_13375,37m 7s,2227,37.11666666666667,5.1 GB,5.1
PlaScope (reads),KP_NORM_BLD_1347,24m 16s,1456,24.266666666666666,5.5 GB,5.5
plasmidSPAdes,KP_NORM_BLD_14177,5m 19s,319,5.316666666666666,2.7 GB,2.7
SPAdes,KP_NORM_BLD_13380,28m 11s,1691,28.183333333333334,4.9 GB,4.9
SPAdes,KP_NORM_BLD_2008_54824,16m 47s,1007,16.783333333333335,5.1 GB,5.1
SPAdes,KP_NORM_BLD_13383,29m 26s,1766,29.433333333333334,5 GB,5
PlaScope (reads),KP_NORM_BLD_13383,33m 55s,2035,33.916666666666664,6.3 GB,6.3
SPAdes,KP_NORM_BLD_13534,15m 25s,925,15.416666666666666,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_14164,12m 17s,737,12.283333333333333,4.6 GB,4.6
SPAdes,KGVET-2020-01-4327,8m 36s,516,8.6,5 GB,5
SPAdes,KP_NORM_BLD_13382,3m 2s,182,3.033333333333333,2.5 GB,2.5
SPAdes,KGVETS-2019-01-476,13m 42s,822,13.7,5 GB,5
SPAdes,KP_NORM_BLD_1348,31m 19s,1879,31.316666666666666,5.4 GB,5.4
SPAdes,KP_NORM_BLD_13748,4m 41s,281,4.683333333333334,2.2 GB,2.2
SPAdes,KP_NORM_BLD_13738,17m 56s,1076,17.933333333333334,5 GB,5
plasmidSPAdes,KP_NORM_BLD_14222,12m,720,12,5.1 GB,5.1
SPAdes,KP_NORM_BLD_14177,3m 53s,233,3.8833333333333333,3.1 GB,3.1
plasmidSPAdes,KP_NORM_BLD_2015_108843,15m 18s,918,15.3,5.1 GB,5.1
SPAdes,KP_NORM_BLD_13886,7m 1s,421,7.016666666666667,4.4 GB,4.4
PlaScope (reads),KP_NORM_BLD_13380,32m 23s,1943,32.38333333333333,6 GB,6
SPAdes,KP_NORM_BLD_13372,33m 2s,1982,33.03333333333333,5 GB,5
SPAdes,KP_NORM_BLD_13880,7m 46s,466,7.766666666666667,4.5 GB,4.5
SPAdes,KP_NORM_BLD_2006_37102,9m 32s,572,9.533333333333333,3.9 GB,3.9
SPAdes,KP_NORM_BLD_2007_48114,11m 47s,707,11.783333333333333,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_2008_54824,16m 55s,1015,16.916666666666668,4.7 GB,4.7
PlaScope (reads),KP_NORM_BLD_2012_85408,57m 50s,3470,57.833333333333336,7.4 GB,7.4
plasmidSPAdes,KP_NORM_BLD_2009_61298,20m 43s,1243,20.716666666666665,5.4 GB,5.4
SPAdes,KP_NORM_BLD_2014_104302,28m 1s,1681,28.016666666666666,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_2007_46696,42m 21s,2541,42.35,7.1 GB,7.1
plasmidSPAdes,KP_NORM_BLD_14179,6m 48s,408,6.8,4 GB,4
SPAdes,KP_NORM_BLD_14164,10m 54s,654,10.9,5 GB,5
PlaScope (reads),KP_NORM_BLD_1348,33m 2s,1982,33.03333333333333,6.7 GB,6.7
Plasmer,KP_NORM_BLD_13377,3m 10s,190,3.1666666666666665,13.6 GB,13.6
plasmidSPAdes,KGVETS-2019-01-1382,14m 4s,844,14.066666666666666,4.9 GB,4.9
SPAdes,KP_NORM_BLD_2009_62172,24m 57s,1497,24.95,5.1 GB,5.1
SPAdes,KP_NORM_BLD_2007_46696,41m 23s,2483,41.38333333333333,5.3 GB,5.3
SPAdes,KP_NORM_BLD_2009_61895,30m 21s,1821,30.35,5 GB,5
plasmidSPAdes,KP_NORM_BLD_2009_63807,10m 57s,657,10.95,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2013_92328,21m 47s,1307,21.783333333333335,5.5 GB,5.5
plasmidSPAdes,KP_NORM_BLD_2008_55014,22m 47s,1367,22.783333333333335,5.1 GB,5.1
SPAdes,KP_NORM_BLD_1883,24m 36s,1476,24.6,4.9 GB,4.9
SPAdes,KP_NORM_BLD_2010_70364,25m 16s,1516,25.266666666666666,4.7 GB,4.7
SPAdes,KP_NORM_BLD_2006_36504,11m 21s,681,11.35,4.6 GB,4.6
plasmidSPAdes,KP_NORM_BLD_2006_37102,10m 27s,627,10.45,3.9 GB,3.9
PlaScope (reads),KP_NORM_BLD_14222,13m 32s,812,13.533333333333333,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_1883,20m 36s,1236,20.6,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2007_48114,12m 21s,741,12.35,4.4 GB,4.4
plasmidSPAdes,KP_NORM_BLD_2008_55153,17m 46s,1066,17.766666666666666,4.8 GB,4.8
plasmidSPAdes,KP_NORM_BLD_2007_48102,20m 9s,1209,20.15,4.8 GB,4.8
PlaScope (reads),KP_NORM_BLD_2005_1167,21m 34s,1294,21.566666666666666,5.7 GB,5.7
PlaScope (reads),KP_NORM_BLD_14179,8m 38s,518,8.633333333333333,3.8 GB,3.8
plasmidSPAdes,KP_NORM_BLD_2009_62172,26m 42s,1602,26.7,5.2 GB,5.2
SPAdes,KGVETS-2019-01-1382,13m 53s,833,13.883333333333333,5.1 GB,5.1
PlaScope (reads),KP_NORM_BLD_2007_48102,23m 11s,1391,23.183333333333334,5.7 GB,5.7
plasmidSPAdes,KP_NORM_BLD_2014_100833,1h 3m 2s,3782,63.03333333333333,5.7 GB,5.7
SPAdes,KP_NORM_BLD_2010_71621,18m 32s,1112,18.533333333333335,5 GB,5
PlaScope (reads),KP_NORM_BLD_2008_54824,21m 40s,1300,21.666666666666668,5.6 GB,5.6
PlaScope (reads),KP_NORM_BLD_2008_55014,27m 37s,1657,27.616666666666667,5.8 GB,5.8
PlaScope (reads),KP_NORM_BLD_2008_55153,21m 33s,1293,21.55,5.6 GB,5.6
PlaScope (reads),KP_NORM_BLD_2010_71621,23m 43s,1423,23.716666666666665,5.4 GB,5.4
PlaScope (reads),KP_NORM_BLD_2009_63475,21m 18s,1278,21.3,5.6 GB,5.6
PlaScope (reads),KP_NORM_BLD_13886,11m 6s,666,11.1,4.2 GB,4.2
plasmidSPAdes,KP_NORM_BLD_2010_70364,25m 1s,1501,25.016666666666666,6.1 GB,6.1
PlaScope (reads),KP_NORM_BLD_2009_61895,39m 53s,2393,39.88333333333333,5.2 GB,5.2
plasmidSPAdes,KP_NORM_BLD_2011_74838,22m 7s,1327,22.116666666666667,5.7 GB,5.7
SPAdes,KP_NORM_BLD_2008_55014,21m 28s,1288,21.466666666666665,4.9 GB,4.9
PlaScope (reads),KP_NORM_BLD_2010_70364,29m 33s,1773,29.55,6.2 GB,6.2
PlaScope (reads),KP_NORM_BLD_2010_70236,24m 4s,1444,24.066666666666666,5 GB,5
PlaScope (reads),KP_NORM_BLD_2009_62172,32m 34s,1954,32.56666666666667,5.3 GB,5.3
PlaScope (reads),KP_NORM_BLD_1692,19m 1s,1141,19.016666666666666,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_2009_63475,17m 59s,1079,17.983333333333334,5.2 GB,5.2
PlaScope (reads),KP_NORM_BLD_2009_62777,24m 18s,1458,24.3,5.3 GB,5.3
SPAdes,KP_NORM_BLD_2010_70236,16m 16s,976,16.266666666666666,4.9 GB,4.9
SPAdes,KP_NORM_BLD_60429,10m 33s,633,10.55,4.7 GB,4.7
SPAdes,KP_NORM_BLD_2008_54367,21m 43s,1303,21.716666666666665,4.8 GB,4.8
PlaScope (reads),KP_NORM_BLD_2497,15m 50s,950,15.833333333333334,4.8 GB,4.8
SPAdes,KP_NORM_BLD_14179,5m 8s,308,5.133333333333334,4.1 GB,4.1
SPAdes,KP_NORM_BLD_2008_54823,24m 23s,1463,24.383333333333333,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_2012_85054,17m 23s,1043,17.383333333333333,4.5 GB,4.5
PlaScope (reads),KP_NORM_BLD_2013_90851,15m 58s,958,15.966666666666667,5.5 GB,5.5
PlaScope (reads),KP_NORM_BLD_2012_86925,38m 20s,2300,38.333333333333336,6.4 GB,6.4
PlaScope (reads),KP_NORM_BLD_2007_46696,50m 17s,3017,50.28333333333333,7.2 GB,7.2
SPAdes,KP_NORM_BLD_2009_61298,20m 20s,1220,20.333333333333332,4.9 GB,4.9
PlaScope (reads),KP_NORM_BLD_1883,26m 12s,1572,26.2,5.2 GB,5.2
SPAdes,KP_NORM_BLD_13757,11m 19s,679,11.316666666666666,4.7 GB,4.7
SPAdes,KP_NORM_BLD_13889,11m 53s,713,11.883333333333333,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_2012_86925,33m 21s,2001,33.35,6.3 GB,6.3
PlaScope (reads),KP_NORM_BLD_2006_36504,16m 12s,972,16.2,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2012_85408,43m 22s,2602,43.36666666666667,7.3 GB,7.3
plasmidSPAdes,KP_NORM_BLD_2013_91444,28m 39s,1719,28.65,6.3 GB,6.3
SPAdes,KP_NORM_BLD_2008_55153,17m 56s,1076,17.933333333333334,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_2010_70236,19m 15s,1155,19.25,4.7 GB,4.7
plasmidSPAdes,KP_NORM_BLD_2008_54823,26m 6s,1566,26.1,5.1 GB,5.1
PlaScope (reads),KP_NORM_BLD_2008_54823,30m 35s,1835,30.583333333333332,5.3 GB,5.3
PlaScope (reads),KP_NORM_BLD_2009_63807,14m 40s,880,14.666666666666666,5 GB,5
plasmidSPAdes,KP_NORM_BLD_2008_54367,28m 29s,1709,28.483333333333334,5.2 GB,5.2
SPAdes,KP_NORM_BLD_2009_62777,16m 42s,1002,16.7,4.8 GB,4.8
PlaScope (reads),KP_NORM_BLD_2012_85054,20m 5s,1205,20.083333333333332,4.9 GB,4.9
PlaScope (reads),KP_NORM_BLD_13748,6m 37s,397,6.616666666666666,2.6 GB,2.6
PlaScope (reads),KP_NORM_BLD_13880,13m,780,13,4.5 GB,4.5
SPAdes,KP_NORM_BLD_2009_63807,10m 49s,649,10.816666666666666,5 GB,5
PlaScope (reads),KP_NORM_BLD_2013_91198,19m 49s,1189,19.816666666666666,5.3 GB,5.3
plasmidSPAdes,KP_NORM_BLD_2012_86962,26m 26s,1586,26.433333333333334,6.1 GB,6.1
PlaScope (reads),KP_NORM_BLD_2011_75117,31m 27s,1887,31.45,6.2 GB,6.2
SPAdes,KP_NORM_BLD_2009_63475,18m 42s,1122,18.7,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2011_75117,25m 51s,1551,25.85,6.1 GB,6.1
SPAdes,KP_NORM_BLD_2011_74838,23m 17s,1397,23.283333333333335,5 GB,5
SPAdes,KP_NORM_BLD_2012_85054,15m 36s,936,15.6,5 GB,5
PlaScope (reads),KP_NORM_BLD_13757,12m 30s,750,12.5,4.3 GB,4.3
plasmidSPAdes,KP_NORM_BLD_2009_62777,17m 50s,1070,17.833333333333332,4.9 GB,4.9
plasmidSPAdes,KP_NORM_BLD_1692,14m 24s,864,14.4,4.6 GB,4.6
plasmidSPAdes,KP_NORM_BLD_2013_90851,13m 27s,807,13.45,5 GB,5
SPAdes,KP_NORM_BLD_2012_86925,28m 4s,1684,28.066666666666666,4.7 GB,4.7
SPAdes,KP_NORM_BLD_2012_86962,26m 8s,1568,26.133333333333333,4.8 GB,4.8
SPAdes,KP_NORM_BLD_2011_75461,34m 40s,2080,34.666666666666664,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2014_101320,30m 41s,1841,30.683333333333334,5.2 GB,5.2
PlaScope (reads),KP_NORM_BLD_13738,25m 40s,1540,25.666666666666668,5 GB,5
PlaScope (reads),KP_NORM_BLD_2011_75461,44m 30s,2670,44.5,6.6 GB,6.6
plasmidSPAdes,KP_NORM_BLD_2014_101821,24m 46s,1486,24.766666666666666,5.2 GB,5.2
PlaScope (reads),KP_NORM_BLD_2013_88977,24m 35s,1475,24.583333333333332,5.6 GB,5.6
SPAdes,KP_NORM_BLD_2012_85408,44m 30s,2670,44.5,5.1 GB,5.1
plasmidSPAdes,KP_NORM_BLD_2011_75461,32m 16s,1936,32.266666666666666,6.5 GB,6.5
SPAdes,KGVET-2020-01-3513-1,12m 12s,732,12.2,4.5 GB,4.5
PlaScope (reads),KP_NORM_BLD_2014_100848,32m 11s,1931,32.18333333333333,5.6 GB,5.6
PlaScope (reads),KP_NORM_BLD_2006_37102,11m 55s,715,11.916666666666666,4.2 GB,4.2
PlaScope (reads),KP_NORM_BLD_14177,6m 30s,390,6.5,2.8 GB,2.8
PlaScope (reads),KP_NORM_BLD_2014_101821,31m 9s,1869,31.15,5.7 GB,5.7
PlaScope (reads),KP_NORM_BLD_2014_101320,41m 56s,2516,41.93333333333333,5.8 GB,5.8
SPAdes,KP_NORM_BLD_2013_90851,10m 44s,644,10.733333333333333,4.4 GB,4.4
SPAdes,KP_NORM_BLD_2013_92328,20m 34s,1234,20.566666666666666,5 GB,5
